time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-13T20:15:07.190Z,34.5221,140.3732,38.44,5.2,mb,,53,1.478,0.88,us,us10006dmp,2016-11-15T02:21:48.040Z,"68km SSE of Kawaguchi, Japan",earthquake,5.9,4.3,0.037,243,reviewed,us,us
2016-08-04T16:24:33.530Z,24.9447,142.0141,510,6.3,mww,,13,2.147,0.77,us,us10006a2k,2016-11-10T22:17:49.745Z,"71km ENE of Iwo Jima, Japan",earthquake,8,1.9,,,reviewed,us,us
2016-07-27T14:47:17.010Z,36.492,140.7576,46,5.3,mww,,88,0.526,1.32,us,us20006i35,2016-09-24T22:47:21.040Z,"15km SE of Hitachi, Japan",earthquake,4.8,1.9,,,reviewed,us,us
2016-07-25T15:11:54.520Z,26.5081,128.702,21,5.2,mww,,53,0.504,0.65,us,us20006hg4,2016-09-24T22:47:19.040Z,"72km E of Nago, Japan",earthquake,5.5,1.4,,,reviewed,us,us
2016-07-24T18:03:32.450Z,46.0617,150.7864,91.09,5.2,mww,,76,5.612,1.18,us,us20006ha6,2016-09-24T22:47:18.040Z,"244km ENE of Kuril'sk, Russia",earthquake,8.6,4.1,,,reviewed,us,us
2016-07-23T01:00:20.940Z,47.6981,146.9212,408,5.8,mww,,31,2.925,0.81,us,us20006h0d,2016-11-10T22:17:26.823Z,"199km SW of Vostok, Russia",earthquake,8.5,1.8,,,reviewed,us,us
2016-07-19T23:50:21.510Z,39.3201,142.261,41.55,5,mb,,125,1.731,1.48,us,us20006g0h,2016-09-17T01:27:51.040Z,"31km ESE of Yamada, Japan",earthquake,7.1,6.2,0.043,174,reviewed,us,us
2016-07-19T22:25:32.210Z,35.9914,140.0323,39.28,5,mb,,108,0.271,1.09,us,us20006fzz,2016-09-17T01:27:51.040Z,"5km ESE of Mitsukaido, Japan",earthquake,5.9,5.3,0.04,199,reviewed,us,us
2016-07-17T04:24:01.860Z,36.0052,139.9227,40.22,5,mb,,95,0.312,0.79,us,us20006fax,2017-01-24T20:13:32.219Z,"5km SSE of Iwai, Japan",earthquake,5.9,4.7,0.029,373,reviewed,us,us
2016-07-11T05:10:42.140Z,26.8875,130.2644,10,5,mb,,90,1.368,0.8,us,us100062i0,2016-09-08T01:50:27.040Z,"181km SSE of Naze, Japan",earthquake,7.6,1.9,0.039,212,reviewed,us,us
2016-07-05T15:22:14.580Z,21.8727,145.3086,13,5,mwb,,34,5.927,0.49,us,us10006041,2016-09-02T21:36:38.040Z,"153km NNE of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.5,1.8,0.056,31,reviewed,us,us
2016-07-02T01:47:48.760Z,43.3003,146.9213,45.32,5,mb,,78,3.059,0.87,us,us10005zdc,2016-09-02T21:36:33.040Z,"57km SSE of Shikotan, Russia",earthquake,7.8,3,0.034,275,reviewed,us,us
2016-06-29T18:12:38.310Z,39.7272,144.8774,10,5,mb,,136,2.631,0.78,us,us2000680g,2016-08-31T03:08:23.040Z,"251km E of Miyako, Japan",earthquake,7.9,1.9,0.035,264,reviewed,us,us
2016-06-26T22:57:06.150Z,36.9968,142.2226,12.82,5.7,mww,,52,1.434,0.86,us,us2000671z,2016-11-10T22:16:53.573Z,"119km E of Iwaki, Japan",earthquake,5.9,2.8,,,reviewed,us,us
2016-06-23T21:05:30.640Z,23.694,123.3704,10,5.8,mww,,18,0.836,1,us,us200066bv,2016-11-10T22:16:47.868Z,"93km SSE of Yonakuni, Japan",earthquake,5.7,1.7,,,reviewed,us,us
2016-06-19T18:20:50.450Z,20.1726,121.3782,16,5.6,mww,,24,2.646,0.95,us,us200065ep,2016-11-10T22:16:41.156Z,"54km WSW of Sabtang, Philippines",earthquake,5.9,1.7,,,reviewed,us,us
2016-06-16T21:42:01.430Z,28.3114,130.4299,27.71,5.1,mb,,35,2.414,0.67,us,us200064xe,2016-08-25T01:22:59.040Z,"93km E of Naze, Japan",earthquake,5.8,3.8,0.032,315,reviewed,us,us
2016-06-16T05:21:29.270Z,41.9836,140.9353,14.3,5.2,mww,,73,0.938,0.6,us,us200064qf,2016-08-25T01:22:58.040Z,"23km ENE of Nanae, Japan",earthquake,3.6,3.4,,,reviewed,us,us
2016-06-14T15:01:56.850Z,26.9601,130.1941,5.39,5.6,mww,,61,1.72,0.58,us,us200064bj,2016-11-10T22:16:30.870Z,"170km SSE of Naze, Japan",earthquake,5.7,3.2,,,reviewed,us,us
2016-06-13T04:27:04.000Z,26.9257,130.2544,10,5.3,mb,,98,1.772,0.94,us,us2000641i,2016-08-25T01:22:53.040Z,"176km SSE of Naze, Japan",earthquake,7.9,1.8,0.033,315,reviewed,us,us
2016-06-13T04:21:43.530Z,27.0107,130.1996,10,5.6,mww,,18,1.729,1.07,us,us2000641d,2016-11-10T22:16:28.522Z,"166km SSE of Naze, Japan",earthquake,6,1.8,,,reviewed,us,us
2016-06-12T17:11:36.630Z,43.887,147.9433,19.92,5.3,mb,,84,3.867,1.18,us,us200063yt,2016-08-25T01:22:53.040Z,"98km E of Shikotan, Russia",earthquake,6.8,3.9,0.039,219,reviewed,us,us
2016-06-11T22:54:22.410Z,35.9783,139.9693,34.71,5,mb,,78,0.309,0.94,us,us200063vx,2016-09-14T21:10:38.766Z,"4km SSW of Mitsukaido, Japan",earthquake,5.2,3.8,0.036,241,reviewed,us,us
2016-06-10T12:07:03.840Z,38.3646,144.5763,35,5,mww,,41,3.027,0.71,us,us200063he,2016-08-25T01:22:50.040Z,"254km ESE of Kamaishi, Japan",earthquake,6.9,1.8,,,reviewed,us,us
2016-06-07T05:16:38.270Z,43.8495,148.0336,12.76,5.1,mb,,100,3.935,1.24,us,us200062gn,2016-08-18T00:36:33.040Z,"105km E of Shikotan, Russia",earthquake,8.1,3.5,0.027,460,reviewed,us,us
2016-05-31T10:04:00.530Z,47.5484,154.3641,18.37,5.9,mww,,58,6.129,0.78,us,us20005zc8,2016-11-10T22:16:02.316Z,"Kuril Islands",earthquake,7.1,2.5,,,reviewed,us,us
2016-05-31T05:23:47.310Z,25.5615,122.5458,246.4,6.4,mww,,16,1.115,0.97,us,us20005zay,2016-11-13T12:55:03.742Z,"94km ENE of Keelung, Taiwan",earthquake,7.3,3.6,,,reviewed,us,us
2016-05-30T09:47:47.040Z,24.4369,126.4486,10,5.2,mb,,51,2.901,1.26,us,us20005z67,2016-08-10T22:30:27.040Z,"124km ESE of Hirara, Japan",earthquake,7,1.8,0.039,214,reviewed,us,us
2016-05-27T03:46:51.150Z,27.6887,128.5829,10,5.5,mb,,152,0.893,0.92,us,us20005ydi,2016-08-10T22:30:22.040Z,"116km SW of Naze, Japan",earthquake,8.5,1.9,0.067,76,reviewed,us,us
2016-05-27T03:44:29.470Z,26.9924,130.1374,10,5.9,mww,,22,1.672,0.83,us,us20005yd1,2016-11-10T22:15:54.559Z,"165km SSE of Naze, Japan",earthquake,6.4,1.7,,,reviewed,us,us
2016-05-21T06:06:42.150Z,30.9561,140.0808,124.52,5.5,mww,,62,2.164,1.17,us,us10005j3l,2016-11-10T22:15:51.764Z,"237km S of Hachijo-jima, Japan",earthquake,7.4,5.1,,,reviewed,us,us
2016-05-17T01:47:47.850Z,24.3271,141.7649,74.72,5.3,mb,,34,2.782,0.67,us,us10005hv9,2016-07-22T19:39:10.040Z,"66km SE of Iwo Jima, Japan",earthquake,8.5,4.6,0.041,200,reviewed,us,us
2016-05-16T12:23:02.500Z,36.023,139.806,44.51,5.4,mww,,62,0.374,0.77,us,us10005hqy,2016-10-30T18:10:53.362Z,"6km E of Sugito, Japan",earthquake,5.4,4.8,,,reviewed,us,us
2016-05-13T08:24:12.400Z,24.7209,122.0235,9.25,5.1,mb,,34,0.54,0.88,us,us10005h1u,2016-07-22T19:39:04.040Z,"22km NE of Su'ao, Taiwan",earthquake,5.9,4.1,0.05,129,reviewed,us,us
2016-05-12T06:32:29.710Z,43.3295,146.6187,60.64,5,mb,,95,2.87,0.95,us,us10005gqr,2016-07-20T18:10:54.040Z,"52km S of Shikotan, Russia",earthquake,7.9,5.6,0.029,391,reviewed,us,us
2016-05-12T04:29:55.800Z,24.6833,122.0531,9,5.7,mww,,26,0.582,0.91,us,us10005gq4,2016-11-10T22:15:46.076Z,"22km ENE of Su'ao, Taiwan",earthquake,5.3,1.2,,,reviewed,us,us
2016-05-12T03:17:15.070Z,24.6953,121.9839,8,5.8,mww,,25,0.521,1,us,us10005gpt,2016-11-10T22:15:45.542Z,"17km NE of Su'ao, Taiwan",earthquake,4.6,1.7,,,reviewed,us,us
2016-05-10T04:02:25.930Z,43.8508,148.4027,24.96,5,mb,,97,4.201,0.62,us,us10005g8d,2016-07-20T18:10:51.040Z,"135km E of Shikotan, Russia",earthquake,7,4.5,0.033,296,reviewed,us,us
2016-05-07T05:42:13.500Z,31.2618,129.297,10,5.3,mww,,35,1.018,0.8,us,us10005fp7,2016-07-20T18:10:46.040Z,"97km W of Makurazaki, Japan",earthquake,6.2,1.8,,,reviewed,us,us
2016-05-03T00:00:51.680Z,43.6954,147.5063,61,5.7,mww,,20,3.575,0.71,us,us10005d6s,2016-11-10T22:15:39.861Z,"64km E of Shikotan, Russia",earthquake,6.8,1.8,,,reviewed,us,us
2016-04-27T18:19:05.080Z,23.3187,121.3914,10,5,mww,,38,0.113,1.13,us,us10005bzz,2016-07-08T02:49:26.040Z,"66km NNE of Taitung, Taiwan",earthquake,5.3,1.8,,,reviewed,us,us
2016-04-27T15:17:14.440Z,24.2309,121.8009,13,5.5,mww,,29,0.196,0.83,us,us10005bxy,2016-11-10T22:15:34.720Z,"34km NE of Hualian, Taiwan",earthquake,5.1,1.6,,,reviewed,us,us
2016-04-26T15:01:24.830Z,38.2124,141.6444,43.98,5,mb,,87,0.756,0.85,us,us10005bmk,2016-07-08T02:49:24.040Z,"37km SE of Ishinomaki, Japan",earthquake,6.9,4.8,0.034,275,reviewed,us,us
2016-04-25T18:13:13.660Z,21.2173,121.1261,10,5.3,mb,,37,1.593,0.88,us,us10005bg6,2016-07-08T02:49:22.040Z,"88km WNW of Itbayat, Philippines",earthquake,7.1,1.7,0.04,215,reviewed,us,us
2016-04-20T12:19:43.950Z,37.8013,141.6216,33.11,5.9,mww,,41,0.662,0.8,us,us20005k66,2016-11-10T22:15:29.075Z,"65km ENE of Namie, Japan",earthquake,5.3,3.5,,,reviewed,us,us
2016-04-19T08:52:14.800Z,32.5574,130.6136,5.4,5.3,mww,,32,0.607,0.89,us,us20005jr8,2016-06-27T23:02:16.040Z,"6km NNE of Yatsushiro, Japan",earthquake,4.9,3.9,,,reviewed,us,us
2016-04-19T02:47:01.530Z,26.5277,130.2004,35.11,5,mb,,77,1.752,0.57,us,us20005jpl,2016-06-27T23:02:12.040Z,"215km SSE of Naze, Japan",earthquake,7.2,4.9,0.033,292,reviewed,us,us
2016-04-18T11:42:00.220Z,33.0143,131.0991,10.46,5.5,mww,,52,0.217,0.91,us,us20005jgz,2016-11-10T22:15:25.111Z,"26km E of Kikuchi, Japan",earthquake,5.9,3.2,,,reviewed,us,us
2016-04-16T07:02:01.850Z,32.7232,130.6626,9.12,5.1,mww,,32,0.439,0.61,us,us20005iye,2016-06-27T23:01:48.040Z,"4km N of Uto, Japan",earthquake,5.2,3.9,,,reviewed,us,us
2016-04-16T00:48:32.810Z,32.8404,130.7768,9.07,5.2,mww,,55,0.296,0.79,us,us20005iwc,2016-06-27T23:01:47.040Z,"6km NNE of Kumamoto-shi, Japan",earthquake,4.4,3.3,,,reviewed,us,us
2016-04-15T22:11:40.270Z,33.2528,131.3738,10,5.1,mwr,,47,0.435,0.61,us,us20005iu4,2016-06-27T23:01:45.040Z,"11km WSW of Beppu, Japan",earthquake,4.1,1.8,0.08,15,reviewed,us,us
2016-04-15T18:55:53.500Z,33.0051,131.1569,13.22,5.5,mwr,,19,0.263,0.87,us,us20005inz,2016-06-27T23:01:41.040Z,"23km W of Takedamachi, Japan",earthquake,4.7,3.2,0.098,10,reviewed,us,us
2016-04-15T18:03:10.940Z,32.9196,131.0212,4.35,5.4,mwr,,32,0.238,0.61,us,us20005imz,2016-06-27T23:01:40.040Z,"15km ENE of Ozu, Japan",earthquake,5,3.5,0.089,12,reviewed,us,us
2016-04-15T16:45:56.680Z,32.9241,130.8091,10,5.7,mww,,61,0.208,1.23,us,us20005ija,2016-06-27T23:01:39.040Z,"6km S of Kikuchi, Japan",earthquake,5.4,0.9,,,reviewed,us,us
2016-04-15T16:44:06.860Z,32.7091,130.7194,10,5.3,mb,,51,0.435,0.88,us,us20005ij8,2016-06-27T23:01:39.040Z,"5km ENE of Uto, Japan",earthquake,4.8,1.8,0.063,85,reviewed,us,us
2016-04-15T16:43:07.560Z,32.6976,130.8055,10,5.2,mb,,109,0.43,1.31,us,us20005kz9,2016-06-27T23:01:39.040Z,"11km SSE of Kumamoto-shi, Japan",earthquake,6.5,1.9,0.191,9,reviewed,us,us
2016-04-15T16:33:20.400Z,32.7665,130.8229,10,5.3,mb,,68,0.36,0.87,us,us20005kzp,2016-06-27T23:01:38.040Z,"8km ESE of Kumamoto-shi, Japan",earthquake,7.7,1.9,0.081,51,reviewed,us,us
2016-04-15T16:30:46.470Z,32.8598,131.8011,10,5.1,mb,,124,0.82,0.92,us,us20005l06,2016-06-27T23:01:38.040Z,"13km SW of Saiki, Japan",earthquake,6.2,1.9,0.216,7,reviewed,us,us
2016-04-15T16:25:06.220Z,32.7906,130.7543,10,7,mww,,32,0.349,0.85,us,us20005iis,2017-03-29T04:04:31.516Z,"1km E of Kumamoto-shi, Japan",earthquake,4.9,1.7,,,reviewed,us,us
2016-04-14T15:06:22.190Z,32.716,130.6904,10,5.3,mb,,22,0.436,0.97,us,us20005i1i,2016-06-21T01:14:12.040Z,"4km NNE of Uto, Japan",earthquake,3,1.7,0.044,174,reviewed,us,us
2016-04-14T15:03:47.240Z,32.6973,130.7204,8,6,mww,,32,0.446,0.86,us,us20005i1a,2016-11-19T12:10:40.343Z,"5km ENE of Uto, Japan",earthquake,3.9,1.7,,,reviewed,us,us
2016-04-14T13:07:35.490Z,32.7429,130.8235,10,5.4,mww,,58,0.383,0.9,us,us20005i0c,2016-11-19T12:09:11.671Z,"9km SE of Kumamoto-shi, Japan",earthquake,6.1,1.8,,,reviewed,us,us
2016-04-14T12:26:35.730Z,32.788,130.7042,9,6.2,mww,,18,0.366,1.14,us,us20005hzn,2016-11-19T12:00:31.363Z,"3km W of Kumamoto-shi, Japan",earthquake,4.6,1.7,,,reviewed,us,us
2016-04-05T16:21:03.740Z,20.0695,121.9964,16.7,5.1,mb,,52,2.864,0.88,us,us20005fme,2016-06-17T21:45:38.040Z,"31km S of Uyugan, Philippines",earthquake,6.7,3.5,0.041,196,reviewed,us,us
2016-04-01T02:39:08.050Z,33.3807,136.3901,14,5.9,mww,,27,2.034,0.73,us,us20005du0,2016-11-10T22:14:54.313Z,"54km SE of Shingu, Japan",earthquake,5.3,0.8,,,reviewed,us,us
2016-03-18T14:12:51.610Z,28.8771,142.972,10.46,5.1,mb,,22,1.906,1.04,us,us20005ar6,2016-06-09T21:41:49.040Z,"212km NNE of Chichi-shima, Japan",earthquake,5.8,3.3,0.056,106,reviewed,us,us
2016-03-14T07:03:17.710Z,29.8888,128.9567,210.5,5.5,mww,,12,2.066,0.89,us,us10004xbb,2016-11-10T22:14:29.140Z,"176km NNW of Naze, Japan",earthquake,6.7,1.8,,,reviewed,us,us
2016-03-10T18:38:57.500Z,43.1736,149.0602,10,5,mww,,74,4.509,0.84,us,us10004wlr,2016-05-16T18:01:51.040Z,"201km ESE of Shikotan, Russia",earthquake,8.7,1.8,,,reviewed,us,us
2016-03-06T07:02:30.270Z,28.5881,142.9311,10,5.1,mb,,99,1.627,0.47,us,us10004vm0,2016-05-16T18:01:45.040Z,"180km NNE of Chichi-shima, Japan",earthquake,7.9,1.8,0.053,116,reviewed,us,us
2016-03-05T00:33:21.930Z,41.6536,144.2304,14.06,5.1,mb,,73,0.879,0.62,us,us10004uv6,2016-05-16T18:01:43.040Z,"147km S of Kushiro, Japan",earthquake,6.1,3.7,0.027,456,reviewed,us,us
2016-03-03T07:11:16.090Z,31.7483,131.4272,55.49,5.3,mb,,54,0.864,0.93,us,us10004u9q,2016-05-06T23:34:25.040Z,"17km NNE of Nichinan, Japan",earthquake,2.2,5.2,0.055,113,reviewed,us,us
2016-02-29T19:47:38.450Z,23.9191,123.4167,23.48,5.1,mb,,94,0.659,1.02,us,us10004tmh,2016-11-10T22:14:10.490Z,"73km SE of Yonakuni, Japan",earthquake,6.5,4.3,0.045,159,reviewed,us,us
2016-02-21T21:26:42.290Z,24.5533,142.4073,21,5.6,mww,,14,2.539,0.94,us,us10004rkg,2016-11-10T22:13:32.049Z,"111km ESE of Iwo Jima, Japan",earthquake,7.3,1.8,,,reviewed,us,us
2016-02-19T13:13:52.380Z,37.2534,142.2432,18.86,5.1,mww,,43,1.308,0.92,us,us10004r0w,2016-11-10T22:13:00.239Z,"113km ESE of Namie, Japan",earthquake,6,3.4,,,reviewed,us,us
2016-02-14T18:09:26.290Z,30.2966,138.8823,410,5.7,mww,,29,2.92,0.99,us,us2000505t,2016-11-10T22:12:26.331Z,"Izu Islands, Japan region",earthquake,8,1.9,,,reviewed,us,us
2016-02-05T19:57:27.380Z,22.9375,120.6014,23,6.4,mww,,14,0.362,1.19,us,us20004y6h,2016-11-13T12:51:03.018Z,"25km SE of Yujing, Taiwan",earthquake,4.2,1.7,,,reviewed,us,us
2016-02-04T01:34:00.530Z,47.6037,151.9609,44.6,5.1,mb,,75,6.293,0.68,us,us20004wzi,2016-11-10T22:11:16.040Z,"270km ESE of Vostok, Russia",earthquake,8.8,5,0.033,301,reviewed,us,us
2016-02-03T11:44:47.980Z,47.3543,153.9455,41.57,5,mb,,103,6.242,0.75,us,us20004wt3,2016-04-14T22:51:42.040Z,"Kuril Islands",earthquake,7.1,6.1,0.034,282,reviewed,us,us
2016-02-02T14:19:23.030Z,25.5745,123.4476,196,5.7,mww,,28,1.171,0.84,us,us20004wk0,2016-11-10T22:11:04.775Z,"130km NNE of Yonakuni, Japan",earthquake,6.6,1.8,,,reviewed,us,us
2016-02-02T05:31:47.770Z,39.7102,142.9463,12.23,5.3,mww,,40,2.308,1.28,us,us20004whr,2016-11-10T22:11:01.014Z,"85km E of Miyako, Japan",earthquake,5.4,2.8,,,reviewed,us,us
2016-01-30T00:16:39.840Z,48.529,153.4649,152.94,5.2,mb,,48,5.311,1.05,us,us20004vpy,2016-11-10T22:10:30.096Z,"Kuril Islands",earthquake,8.1,4.7,0.029,402,reviewed,us,us
2016-01-20T21:53:41.490Z,43.1102,146.0168,38.44,5.1,mb,,74,2.379,0.71,us,us10004fwv,2016-04-06T17:30:29.040Z,"43km ESE of Nemuro, Japan",earthquake,7.4,4.5,0.037,233,reviewed,us,us
2016-01-19T02:13:27.240Z,22.8626,121.3206,27.1,5.6,mww,,48,0.226,0.82,us,us10004fhj,2016-11-10T22:09:04.802Z,"21km ENE of Taitung City, Taiwan",earthquake,5.1,3.8,,,reviewed,us,us
2016-01-14T03:25:33.640Z,41.9723,142.781,46,6.7,mww,,22,0.281,0.98,us,us10004ebx,2016-11-10T22:08:20.277Z,"52km SE of Shizunai, Japan",earthquake,6.2,1.9,,,reviewed,us,us
2016-01-11T17:08:03.920Z,44.4761,141.0867,238.81,6.2,mww,,33,1.139,0.96,us,us10004djn,2016-11-10T22:07:57.682Z,"74km NW of Rumoi, Japan",earthquake,6.9,4.1,,,reviewed,us,us
2016-01-09T14:12:37.130Z,27.9136,129.6042,23.5,5.4,mww,,68,1.598,0.9,us,us10004d50,2016-11-10T22:07:35.143Z,"51km SSE of Naze, Japan",earthquake,6.6,1.9,,,reviewed,us,us
2016-01-07T20:23:39.650Z,49.3742,155.3193,73.29,5.2,mb,,75,4.026,0.74,us,us10004c7b,2016-11-10T22:07:23.536Z,"156km SSW of Severo-Kuril'sk, Russia",earthquake,9.1,5.2,0.03,378,reviewed,us,us
2016-01-06T01:30:01.480Z,41.2996,129.0467,0,5.1,mb,,21,3.34,0.83,us,us10004bnm,2016-03-28T22:09:39.040Z,"21km ENE of Sungjibaegam, North Korea",nuclear explosion,6,1.7,0.032,306,reviewed,us,us
2016-01-05T21:59:50.150Z,22.0669,143.6108,158,5.7,mww,,9,5.172,0.9,us,us10004bm0,2016-11-10T22:07:14.618Z,"215km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.8,1.8,,,reviewed,us,us
2016-01-05T02:21:11.340Z,30.6132,132.7337,4.71,5.8,mww,,29,2.151,0.48,us,us10004ben,2016-11-10T22:07:08.048Z,"166km E of Nishinoomote, Japan",earthquake,2,3.2,,,reviewed,us,us
2016-01-02T04:22:19.570Z,44.8069,129.9406,585.47,5.8,mww,,12,0.311,0.89,us,us10004atb,2016-11-10T22:06:54.996Z,"19km ENE of Chaihe, China",earthquake,8.1,3.6,,,reviewed,us,us
2015-12-23T06:43:21.960Z,49.3128,155.6491,47.8,5,mb,,140,4.013,0.99,us,us100048zn,2016-11-10T22:05:31.619Z,"155km SSW of Severo-Kuril'sk, Russia",earthquake,9.6,6.1,0.039,207,reviewed,us,us
2015-12-17T21:31:39.630Z,47.9728,146.8521,443.02,5.4,mb,,35,2.955,0.85,us,us1000480v,2016-03-12T02:29:15.040Z,"184km SW of Vostok, Russia",earthquake,8.9,4.9,0.021,752,reviewed,us,us
2015-12-15T00:20:33.490Z,25.7209,141.9465,55.5,5.1,mb,,41,1.385,1.05,us,us20004h86,2016-11-10T22:04:43.913Z,"120km NNE of Iwo Jima, Japan",earthquake,8.5,5.5,0.049,137,reviewed,us,us
2015-12-13T01:52:17.690Z,46.7243,152.5864,56.69,5.3,mb,,46,6.744,0.75,us,us20004guj,2016-11-10T22:04:33.874Z,"Kuril Islands",earthquake,7,3.4,0.024,567,reviewed,us,us
2015-12-04T04:25:50.830Z,21.4894,145.748,10,5.4,mww,,22,5.121,0.83,us,us1000438a,2016-11-10T22:03:28.462Z,"137km NE of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.2,1.7,,,reviewed,us,us
2015-12-03T14:31:12.860Z,22.5999,121.4008,21.8,5.1,mb,,73,0.367,0.68,us,us1000431g,2016-03-02T03:36:29.040Z,"31km SE of Taitung City, Taiwan",earthquake,4.1,4.8,0.065,79,reviewed,us,us
2015-11-28T02:51:07.830Z,43.3856,146.4353,69,5.6,mww,,18,2.777,0.87,us,us100041u7,2016-11-10T22:02:30.272Z,"51km SSW of Shikotan, Russia",earthquake,7.5,1.8,,,reviewed,us,us
2015-11-25T04:46:50.780Z,31.4331,140.1479,124.67,5,mb,,41,1.701,0.93,us,us1000415h,2016-02-18T04:48:54.040Z,"185km S of Hachijo-jima, Japan",earthquake,7,5.1,0.033,295,reviewed,us,us
2015-11-20T05:33:58.170Z,26.2904,142.6789,10,5.1,mb,,139,0.916,0.6,us,us100040s8,2016-02-18T04:48:45.040Z,"99km SSE of Chichi-shima, Japan",earthquake,9.1,1.9,0.158,13,reviewed,us,us
2015-11-20T05:31:52.490Z,26.3565,142.6429,14,5.8,mww,,44,0.842,0.9,us,us10003zrf,2016-11-10T22:01:21.952Z,"91km SSE of Chichi-shima, Japan",earthquake,2.9,1.8,,,reviewed,us,us
2015-11-18T04:38:50.880Z,31.3706,128.961,27.5,5.1,mb,,76,1.282,0.88,us,us10003z79,2016-11-10T22:01:02.970Z,"129km W of Makurazaki, Japan",earthquake,6.1,4.9,0.048,139,reviewed,us,us
2015-11-16T16:49:13.730Z,48.3334,154.2439,34,5.9,mww,,16,5.259,0.76,us,us10003yr1,2016-11-10T22:00:51.976Z,"294km SSW of Severo-Kuril'sk, Russia",earthquake,8.1,1.7,,,reviewed,us,us
2015-11-14T20:34:29.340Z,31.3303,128.853,10,5.1,mww,,59,1.379,0.83,us,us10003ye7,2016-11-10T22:00:43.217Z,"139km W of Makurazaki, Japan",earthquake,6.6,1.7,,,reviewed,us,us
2015-11-14T19:20:21.390Z,31.4417,128.8428,10,5.7,mww,,22,1.377,0.76,us,us10003ydz,2016-11-10T22:00:42.136Z,"138km S of Fukue, Japan",earthquake,5.8,1.7,,,reviewed,us,us
2015-11-14T10:21:42.400Z,37.9417,143.8515,27.37,5.2,mww,,91,2.422,0.84,us,us10003ybn,2016-11-10T22:00:37.179Z,"224km ESE of Ofunato, Japan",earthquake,6.7,4.3,,,reviewed,us,us
2015-11-13T20:51:31.030Z,31.0009,128.8729,12,6.7,mww,,17,1.444,1.25,us,us10003y71,2016-11-10T22:00:33.333Z,"140km WSW of Makurazaki, Japan",earthquake,5.9,1.7,,,reviewed,us,us
2015-11-11T18:18:54.660Z,48.4332,149.0523,388.38,5,mb,,31,4.497,0.75,us,us10003xfs,2016-11-10T22:00:15.595Z,"54km SSE of Vostok, Russia",earthquake,8.6,5.1,0.025,504,reviewed,us,us
2015-11-11T16:11:47.310Z,21.9657,144.9068,58.85,5.3,mb,,32,5.676,0.77,us,us10003xf0,2016-11-10T22:00:13.342Z,"158km N of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.8,5.3,0.033,305,reviewed,us,us
2015-11-08T15:40:56.440Z,48.3955,154.7527,49.53,5.2,mb,,60,5.075,0.56,us,us10003vrc,2016-11-10T21:59:29.493Z,"272km SSW of Severo-Kuril'sk, Russia",earthquake,7.9,4.9,0.027,468,reviewed,us,us
2015-11-07T13:44:44.720Z,35.9067,139.9683,107.5,5,mww,,115,0.37,1,us,us10003vjs,2016-11-10T21:59:00.907Z,"4km SW of Moriya, Japan",earthquake,6.1,4.9,,,reviewed,us,us
2015-11-05T18:02:54.050Z,39.427,143.4135,10,5,mb,,40,2.501,0.61,us,us10003uxr,2016-11-10T21:58:41.460Z,"126km E of Yamada, Japan",earthquake,6.7,1.8,0.035,265,reviewed,us,us
2015-11-04T13:47:50.300Z,43.3348,146.1094,95.65,5,mb,,123,2.545,0.79,us,us200041x2,2016-01-30T02:11:07.040Z,"43km E of Nemuro, Japan",earthquake,7.3,6.2,0.061,85,reviewed,us,us
2015-11-01T21:09:40.750Z,22.7548,121.6561,7,5.5,mww,,39,0.535,0.99,us,us2000417s,2016-11-10T21:58:03.089Z,"52km E of Taitung City, Taiwan",earthquake,5.4,1.8,,,reviewed,us,us
2015-11-01T03:48:47.450Z,41.5774,141.9855,47,5.4,mwb,,90,0.979,0.73,us,us2000415b,2016-11-10T21:57:51.084Z,"71km ENE of Mutsu, Japan",earthquake,5.2,1.9,0.048,41,reviewed,us,us
2015-10-21T06:04:49.160Z,37.3186,141.0771,24.16,5.3,mww,,29,0.595,1.12,us,us10003q5k,2016-11-10T21:56:39.658Z,"19km SSE of Namie, Japan",earthquake,6.1,3.7,,,reviewed,us,us
2015-10-20T09:29:08.790Z,27.0743,140.2123,304,5.7,mww,,18,1.758,1.05,us,us10003pv2,2016-11-10T21:56:34.393Z,"198km W of Chichi-shima, Japan",earthquake,7,1.8,,,reviewed,us,us
2015-10-19T02:17:37.110Z,24.7696,122.0479,10,5.3,mww,,30,0.539,1.26,us,us10003pkj,2016-11-10T21:56:29.402Z,"27km NE of Su'ao, Taiwan",earthquake,3,1.4,,,reviewed,us,us
2015-10-14T05:49:43.100Z,49.0145,156.173,10,5,mb,,64,4.21,1.11,us,us10003nig,2016-01-11T21:07:26.040Z,"185km S of Severo-Kuril'sk, Russia",earthquake,8.8,1.8,0.054,108,reviewed,us,us
2015-10-14T05:43:08.300Z,48.8595,156.2259,12,6,mww,,48,4.355,1.34,us,us10003nib,2016-11-10T21:56:04.118Z,"202km S of Severo-Kuril'sk, Russia",earthquake,7.6,1.7,,,reviewed,us,us
