"ID","期間","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:取得","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:処分","1.対外証券投資【居住者による取得・処分】:株式・投資ファンド持分:ネット","1.対外証券投資【居住者による取得・処分】:中長期債:取得","1.対外証券投資【居住者による取得・処分】:中長期債:処分","1.対外証券投資【居住者による取得・処分】:中長期債:ネット","1.対外証券投資【居住者による取得・処分】:小計:ネット","1.対外証券投資【居住者による取得・処分】:短期債:取得","1.対外証券投資【居住者による取得・処分】:短期債:処分","1.対外証券投資【居住者による取得・処分】:短期債:ネット","1.対外証券投資【居住者による取得・処分】:合計:ネット","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:取得","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:処分","2.対内証券投資【非居住者による取得・処分】:株式・投資ファンド持分:ネット","2.対内証券投資【非居住者による取得・処分】:中長期債:取得","2.対内証券投資【非居住者による取得・処分】:中長期債:処分","2.対内証券投資【非居住者による取得・処分】:中長期債:ネット","2.対内証券投資【非居住者による取得・処分】:小計:ネット","2.対内証券投資【非居住者による取得・処分】:短期債:取得","2.対内証券投資【非居住者による取得・処分】:短期債:処分","2.対内証券投資【非居住者による取得・処分】:短期債:ネット","2.対内証券投資【非居住者による取得・処分】:合計:ネット"
1,"2005．1．2～ 1．8",1689,1419,270,23929,15051,8878,9149,1662,1001,662,9811,17853,15575,2278,15867,11675,4192,6470,7885,3991,3894,10363
2,"2005．1．9～ 1．15",2317,2309,8,20658,16950,3708,3716,2448,3119,-671,3045,21502,19322,2180,15507,9521,5986,8166,10453,8992,1461,9627
3,"2005．1．16～ 1．22",2860,2130,730,20229,22957,-2729,-1998,1920,1380,540,-1458,22001,20443,1558,13032,11996,1036,2594,9155,5437,3718,6312
4,"2005．1．23～ 1．29",2562,2169,394,19725,23219,-3495,-3101,2135,3277,-1142,-4243,23431,20721,2710,22254,15867,6387,9097,9809,7151,2658,11755
5,"2005．1．30～ 2．5",4001,3378,623,25040,22815,2226,2849,2184,2574,-390,2459,26118,22548,3571,20172,16209,3963,7533,5278,4260,1018,8551
6,"2005．2．6～ 2．12",1357,1484,-126,22376,30038,-7663,-7789,763,482,281,-7507,20295,19617,678,15590,13301,2290,2968,4801,6982,-2181,787
7,"2005．2．13～ 2．19",2767,3801,-1034,18065,21066,-3001,-4035,1010,934,76,-3960,27774,24345,3429,21881,19026,2855,6284,4966,10573,-5608,676
8,"2005．2．20～ 2．26",2863,2515,348,22246,19122,3124,3472,1649,2381,-732,2740,24492,22681,1811,13251,18545,-5294,-3483,4788,4821,-33,-3516
9,"2005．2．27～ 3．5",3992,3801,191,22331,28118,-5787,-5596,481,1217,-735,-6331,28070,24613,3456,22004,24726,-2722,734,1793,6425,-4632,-3898
10,"2005．3．6～ 3．12",2407,2722,-314,18956,20811,-1856,-2170,762,1056,-293,-2463,34848,29637,5211,20030,16793,3237,8448,6504,5212,1292,9740
11,"2005．3．13～ 3．19",3004,3392,-388,17072,15059,2012,1624,3108,2787,321,1945,25840,25285,554,17333,14993,2340,2895,6106,7159,-1053,1842
12,"2005．3．20～ 3．26",2362,2075,287,14072,16378,-2306,-2019,1747,2388,-641,-2659,23562,22298,1264,10391,12753,-2362,-1097,3059,8704,-5645,-6742
13,"2005．3．27～ 4．2",3116,2056,1059,27563,24582,2981,4040,1208,1264,-55,3985,24956,25540,-584,13679,13947,-268,-852,6360,8404,-2043,-2896
14,"2005．4．3～ 4．9",3009,2022,987,31103,21827,9276,10263,864,1003,-139,10124,26364,23334,3031,14523,7713,6810,9841,5606,5005,600,10441
15,"2005．4．10～ 4．16",3644,4081,-437,26040,18732,7308,6871,2547,1588,959,7830,23028,24289,-1261,13198,9837,3361,2100,5686,6881,-1195,905
16,"2005．4．17～ 4．23",3482,3063,419,36086,21265,14820,15239,2318,2810,-492,14747,29742,30162,-420,16385,13511,2874,2454,11461,4974,6487,8942
17,"2005．4．24～ 4．30",2541,1787,754,24313,20050,4264,5018,1633,1760,-128,4890,18077,18188,-111,13147,8045,5101,4990,5659,7204,-1545,3445
18,"2005．5．1～ 5．7",1073,818,255,20300,10817,9483,9738,2223,2208,16,9754,10193,9524,670,5872,4425,1448,2117,927,4267,-3340,-1222
19,"2005．5．8～ 5．14",4296,2733,1564,30670,17717,12953,14516,2931,1139,1792,16308,24556,24921,-365,19580,13927,5652,5288,7364,4053,3311,8598
20,"2005．5．15～ 5．21",2279,2096,183,27517,34873,-7356,-7174,1192,1284,-92,-7266,26198,24219,1979,27497,17457,10039,12018,7270,6256,1014,13033
21,"2005．5．22～ 5．28",3347,2804,542,30300,27297,3003,3545,745,1209,-464,3081,23235,23732,-497,17641,13104,4537,4040,5870,4541,1330,5369
22,"2005．5．29～ 6．4",5286,5122,165,46925,44637,2288,2453,1399,1526,-127,2326,27577,26587,990,14823,14855,-32,959,6045,9264,-3219,-2261
23,"2005．6．5～ 6．11",2347,3098,-751,33541,28105,5436,4685,1546,1333,213,4898,25377,28187,-2810,24181,14640,9541,6731,5497,4250,1247,7978
24,"2005．6．12～ 6．18",2574,2549,25,22567,29080,-6514,-6488,1164,1958,-794,-7283,22797,20012,2785,15854,19984,-4131,-1346,4449,5295,-847,-2192
25,"2005．6．19～ 6．25",2473,2023,450,37135,19420,17716,18165,2457,2513,-56,18109,21787,20075,1712,15105,19216,-4111,-2399,3939,7699,-3760,-6159
26,"2005．6．26～ 7．2",3544,3467,76,32495,34992,-2497,-2421,1594,1771,-176,-2597,23562,22820,742,21129,18006,3123,3865,5069,3855,1214,5079
27,"2005．7．3～ 7．9",2653,2602,51,19378,16820,2558,2609,1243,1139,104,2713,24782,20527,4255,14443,15670,-1227,3027,3087,3928,-840,2187
28,"2005．7．10～ 7．16",2733,4155,-1422,23749,17140,6609,5187,3052,3166,-114,5073,24791,20421,4370,12241,14412,-2171,2199,6912,3023,3888,6087
29,"2005．7．17～ 7．23",3915,3647,269,23642,11770,11872,12141,1503,1145,358,12499,20467,19200,1267,8927,11871,-2943,-1676,4174,4252,-78,-1754
30,"2005．7．24～ 7．30",3313,3363,-49,18133,17925,208,159,1633,1803,-170,-11,27824,24485,3339,14259,14246,13,3351,4983,3833,1151,4502
31,"2005．7．31～ 8．6",3515,3067,447,21520,20780,740,1188,2018,2590,-572,615,33708,28758,4949,18710,19713,-1003,3947,5916,3793,2123,6070
32,"2005．8．7～ 8．13",3076,3320,-243,19639,18085,1554,1311,1245,1483,-238,1072,39008,31786,7223,22903,24188,-1285,5938,6583,8472,-1888,4050
33,"2005．8．14～ 8．20",2891,2580,312,15917,14711,1206,1518,1570,1505,65,1583,34945,30467,4477,13704,16400,-2696,1782,7620,2887,4733,6515
34,"2005．8．21～ 8．27",2059,1776,283,20054,18136,1918,2200,1604,1624,-20,2181,38103,34256,3847,14240,13115,1125,4973,3720,7840,-4120,852
35,"2005．8．28～ 9．3",3503,3273,230,36909,28633,8276,8505,1306,1377,-71,8434,30465,27967,2498,16608,13709,2899,5397,4634,5688,-1054,4343
36,"2005．9．4～ 9．10",2956,1911,1045,24723,17747,6975,8021,1921,2059,-139,7882,42249,35384,6865,20196,19497,699,7564,2465,4873,-2409,5155
37,"2005．9．11～ 9．17",2975,3108,-132,20838,27776,-6938,-7071,1126,2396,-1270,-8340,36668,32759,3909,24172,20755,3418,7327,4759,8035,-3276,4051
38,"2005．9．18～ 9．24",2139,1628,511,14847,13880,966,1477,1463,1737,-275,1203,28971,29861,-890,11760,17214,-5454,-6344,3365,7789,-4424,-10769
39,"2005．9．25～ 10．1",3519,3008,511,19204,16294,2910,3420,1684,2329,-645,2775,54625,49785,4839,19370,21239,-1869,2970,4452,3338,1113,4083
40,"2005．10．2～ 10．8",4028,3101,927,27993,13197,14795,15722,2215,1547,668,16390,50196,48928,1268,18381,21599,-3218,-1950,4003,6542,-2540,-4490
41,"2005．10．9～ 10．15",3028,2610,417,19211,17301,1910,2328,1756,1743,12,2340,39267,35198,4069,16956,17864,-909,3160,4096,6292,-2196,964
42,"2005．10．16～ 10．22",3222,2559,664,18747,12245,6502,7166,1620,2046,-426,6740,41225,40765,460,18848,18801,48,507,4973,3846,1127,1634
43,"2005．10．23～ 10．29",3749,2687,1061,24797,17797,6999,8060,1668,1939,-271,7789,43334,39861,3472,13711,10400,3312,6784,7039,3871,3168,9952
44,"2005．10．30～ 11．5",2922,2231,691,22465,15304,7161,7852,1179,1020,158,8011,45702,39142,6559,14768,13869,899,7458,5141,4460,681,8139
45,"2005．11．6～ 11．12",3736,3336,400,19179,18608,571,972,1185,1440,-255,716,50631,48014,2617,19073,17698,1375,3993,12530,5940,6590,10582
46,"2005．11．13～ 11．19",4335,3428,907,21269,19568,1701,2608,1376,1503,-128,2481,50448,44853,5595,19430,16052,3378,8973,10142,6804,3338,12311
47,"2005．11．20～ 11．26",3483,3308,174,11983,12135,-152,22,1857,1576,281,304,40376,39034,1343,12775,13797,-1022,320,7810,6632,1178,1498
48,"2005．11．27～ 12．3",4607,4219,388,17168,18073,-906,-518,1263,1292,-29,-547,53387,47185,6202,24592,18869,5723,11925,10208,5655,4553,16478
49,"2005．12．4～ 12．10",2736,2975,-239,25136,18089,7048,6809,2394,2481,-88,6721,66268,64609,1659,27163,21202,5962,7621,6392,6718,-326,7295
50,"2005．12．11～ 12．17",4095,3824,271,22511,16759,5752,6023,1192,1371,-179,5844,59496,57267,2229,16586,14507,2079,4308,4407,5895,-1488,2820
51,"2005．12．18～ 12．24",2337,1571,766,11221,9415,1806,2572,1354,1858,-504,2068,43312,39689,3624,9770,16748,-6978,-3354,6834,7522,-688,-4042
52,"2005．12．25～ 12．31",1088,670,418,11581,11377,205,623,448,1173,-725,-102,31692,30059,1632,10263,13943,-3680,-2048,2435,4050,-1615,-3663
53,"2006．1．1～ 1．7",1662,1442,220,19958,19691,267,487,1021,1225,-204,283,35144,32818,2326,15223,14282,940,3266,2543,305,2238,5504
54,"2006．1．8～ 1．14",3968,3200,768,18097,18034,63,831,1312,1131,181,1012,53801,52645,1157,17503,12508,4995,6152,6635,6752,-118,6034
55,"2006．1．15～ 1．21",2943,3693,-749,14843,17227,-2384,-3134,3386,2552,834,-2299,68488,66024,2464,22322,14002,8319,10783,5916,5023,893,11676
56,"2006．1．22～ 1．28",3888,3657,230,22090,24793,-2703,-2473,1687,2183,-496,-2969,58506,54987,3519,19668,18129,1539,5057,7585,4204,3381,8438
57,"2006．1．29～ 2．4",3975,3066,909,18065,20480,-2415,-1506,1730,1401,329,-1177,61759,58778,2982,19747,21288,-1541,1440,7969,8170,-201,1239
58,"2006．2．5～ 2．11",3436,4031,-595,21000,19307,1693,1098,1481,1100,381,1479,59404,61694,-2290,17511,23379,-5868,-8158,4269,5282,-1013,-9172
59,"2006．2．12～ 2．18",2928,2994,-67,18062,19595,-1532,-1599,2487,3307,-820,-2419,64168,60858,3310,23827,27029,-3201,109,3618,5200,-1582,-1473
60,"2006．2．19～ 2．25",2739,2615,124,21384,23163,-1779,-1655,1340,1043,297,-1358,59426,55762,3664,21393,18613,2780,6444,5155,7290,-2135,4309
61,"2006．2．26～ 3．4",4088,3613,476,20084,18214,1871,2346,2094,1667,426,2773,57127,54581,2546,23592,23166,426,2972,10172,6877,3294,6266
62,"2006．3．5～ 3．11",4835,4755,80,22988,26219,-3231,-3151,2181,1540,642,-2509,59731,59110,621,30267,27189,3077,3698,10195,9266,929,4627
63,"2006．3．12～ 3．18",4004,4748,-744,13935,27796,-13861,-14605,2220,2414,-195,-14800,47469,42618,4851,28065,22887,5178,10029,6207,6115,92,10121
64,"2006．3．19～ 3．25",3048,3019,29,14440,21086,-6646,-6617,1263,1883,-620,-7236,37426,34443,2983,20691,25480,-4788,-1805,7551,9028,-1477,-3282
65,"2006．3．26～ 4．1",3870,3520,350,17550,19828,-2278,-1928,1441,2029,-587,-2515,52196,45486,6710,25648,29135,-3487,3223,3145,6559,-3414,-191
66,"2006．4．2～ 4．8",4642,3864,778,30640,29086,1554,2332,2273,1410,863,3195,57425,51301,6123,26868,26193,675,6798,10580,11889,-1310,5488
67,"2006．4．9～ 4．15",2733,2384,349,20414,21104,-691,-342,2392,3269,-877,-1219,44955,46900,-1945,22576,17878,4698,2753,9559,6765,2794,5547
68,"2006．4．16～ 4．22",4947,3340,1607,22941,18017,4924,6531,1513,3508,-1995,4536,49694,47170,2524,16468,18487,-2019,505,7656,4547,3109,3614
69,"2006．4．23～ 4．29",4440,3041,1399,24231,18511,5720,7119,1415,1509,-94,7025,54728,58009,-3281,19016,21045,-2029,-5310,6016,5405,610,-4700
70,"2006．4．30～ 5．6",1176,952,224,6521,4394,2127,2350,626,644,-19,2332,16519,15806,712,4005,3038,966,1678,669,3773,-3104,-1426
71,"2006．5．7～ 5．13",4356,3669,687,27944,23912,4032,4718,2137,2638,-501,4218,64473,63242,1231,17782,17902,-120,1110,15388,492,14896,16007
72,"2006．5．14～ 5．20",3646,3151,495,20077,18863,1213,1708,1552,1998,-446,1262,64741,69576,-4835,21957,13583,8374,3539,18906,16077,2829,6368
73,"2006．5．21～ 5．27",2722,2255,466,15790,11446,4344,4810,1913,1620,294,5104,59650,61879,-2229,32494,21792,10702,8473,19283,8579,10704,19177
74,"2006．5．28～ 6．3",8154,5884,2271,16054,15654,400,2670,1403,2271,-868,1803,57492,54197,3295,31758,19783,11975,15270,9557,10829,-1273,13997
75,"2006．6．4～ 6．10",2479,2524,-45,13447,15020,-1573,-1618,2135,1728,407,-1211,64155,68463,-4308,24648,18759,5889,1581,20427,15474,4953,6533
76,"2006．6．11～ 6．17",2426,2961,-535,18209,18455,-246,-782,1734,2326,-592,-1374,56477,56622,-146,30397,25745,4652,4507,20346,13458,6887,11394
77,"2006．6．18～ 6．24",2549,2285,264,13311,10424,2886,3150,1513,2356,-843,2308,43212,46553,-3341,13376,17920,-4543,-7884,10162,7438,2724,-5161
78,"2006．6．25～ 7．1",2736,2831,-95,18067,12152,5915,5820,1367,1425,-58,5762,48367,45563,2805,13406,22305,-8899,-6094,6979,11655,-4676,-10771
79,"2006．7．2～ 7．8",2746,2331,415,19809,12838,6971,7386,2262,1909,354,7740,41825,39741,2085,15808,17727,-1919,166,8700,4423,4277,4443
80,"2006．7．9～ 7．15",2386,2338,48,17913,18103,-189,-141,3212,1794,1418,1277,49565,52732,-3167,15699,13834,1865,-1303,7173,5826,1348,45
81,"2006．7．16～ 7．22",2005,2379,-374,15696,14311,1386,1012,2171,2032,139,1151,40961,40757,203,12227,18824,-6597,-6394,12006,5998,6008,-386
82,"2006．7．23～ 7．29",2684,2670,14,13708,15445,-1737,-1723,1451,1597,-146,-1868,48341,46061,2280,15749,19298,-3549,-1269,9667,10834,-1167,-2436
83,"2006．7．30～ 8．5",2917,2543,374,27647,19048,8599,8973,2038,1656,382,9355,46381,44502,1879,17760,18120,-361,1518,11595,16355,-4760,-3242
84,"2006．8．6～ 8．12",3225,3001,225,20995,21009,-14,211,2909,3314,-404,-193,46053,44720,1332,13376,10981,2394,3727,8121,7764,357,4084
85,"2006．8．13～ 8．19",2540,2210,330,28629,23168,5461,5791,1623,1405,218,6009,50795,44047,6747,8459,12446,-3987,2761,14927,10201,4726,7487
86,"2006．8．20～ 8．26",2363,1861,502,27730,19974,7756,8258,1280,1281,-1,8257,38804,41787,-2983,15951,14985,966,-2017,13570,12787,783,-1234
87,"2006．8．27～ 9．2",3598,2467,1131,25484,26532,-1048,83,1146,1922,-776,-692,43325,41812,1514,32697,27063,5634,7148,5572,11319,-5747,1401
88,"2006．9．3～ 9．9",2218,2177,41,16396,14673,1723,1764,1361,1416,-55,1709,49625,47341,2284,23146,25520,-2374,-90,6319,9798,-3480,-3570
89,"2006．9．10～ 9．16",2922,2847,75,18810,18978,-168,-93,2322,2269,53,-40,47352,47317,35,17760,15207,2553,2588,7164,10318,-3154,-566
90,"2006．9．17～ 9．23",2673,2803,-130,27659,24365,3294,3164,1814,2330,-516,2648,46529,47232,-703,16364,16344,20,-683,3027,8540,-5513,-6196
91,"2006．9．24～ 9．30",3226,3235,-9,24597,33380,-8784,-8793,1898,1361,537,-8256,48505,44020,4484,19805,16913,2892,7376,6789,7431,-642,6735
92,"2006．10．1～ 10．7",3403,3139,264,22134,14591,7542,7806,2031,1588,444,8250,56910,53513,3397,18593,17594,1000,4396,8638,13232,-4594,-197
93,"2006．10．8～ 10．14",3048,3026,22,13632,16727,-3094,-3073,1915,2415,-499,-3572,51134,49178,1956,13928,14648,-719,1237,7330,6417,913,2150
94,"2006．10．15～ 10．21",3886,4385,-499,17893,12270,5623,5124,1361,1773,-412,4712,50733,47332,3401,16288,15354,934,4335,5105,6654,-1549,2786
95,"2006．10．22～ 10．28",4106,4174,-68,22995,15547,7448,7380,2247,2889,-642,6738,54824,50910,3913,19630,19889,-259,3654,6373,8584,-2210,1444
96,"2006．10．29～ 11．4",3085,2087,998,19805,19617,188,1186,1286,1289,-3,1183,45659,48084,-2425,21201,15834,5366,2941,8913,7971,943,3884
97,"2006．11．5～ 11．11",5290,5667,-377,21813,12216,9597,9221,2082,2056,26,9247,58938,59443,-504,22567,14557,8010,7506,11376,12068,-692,6814
98,"2006．11．12～ 11．18",4318,4178,140,15061,18186,-3125,-2985,1592,2236,-644,-3629,55907,54870,1037,25175,17958,7216,8253,19562,7208,12355,20607
99,"2006．11．19～ 11．25",4046,3764,282,13463,10203,3260,3542,990,1583,-593,2949,47481,44526,2955,14678,15404,-726,2229,13383,7740,5642,7871
100,"2006．11．26～ 12．2",6031,4344,1688,25909,24540,1369,3057,2076,1956,120,3177,56475,52586,3889,24597,23045,1552,5440,7133,11280,-4146,1294
101,"2006．12．3～ 12．9",3626,3557,69,24254,22756,1498,1567,1871,2273,-401,1166,64038,59416,4623,26489,19712,6777,11400,10001,10750,-749,10651
102,"2006．12．10～ 12．16",4906,5217,-312,20458,22571,-2113,-2425,1594,2227,-633,-3057,56780,50609,6170,25771,14243,11529,17699,6927,8933,-2006,15693
103,"2006．12．17～ 12．23",4194,3655,539,17077,16117,959,1498,2334,3215,-882,617,51848,48043,3805,15510,21987,-6476,-2672,11755,10793,962,-1709
104,"2006．12．24～ 12．30",1585,836,749,11416,9707,1709,2457,1751,1892,-141,2317,26134,24807,1327,6067,11527,-5461,-4133,640,2940,-2299,-6433
105,"2006．12．31～ 2007．1．6",1583,1346,237,6630,7428,-798,-562,936,1311,-375,-937,20838,21137,-299,4638,6065,-1428,-1726,2778,582,2196,470
106,"2007．1．7～ 1．13",4976,6298,-1321,19155,16345,2810,1489,3030,1924,1106,2594,54839,52076,2763,19447,19732,-285,2478,3838,7154,-3317,-839
107,"2007．1．14～ 1．20",4611,4966,-355,12733,12774,-41,-396,882,1775,-893,-1289,60764,54281,6483,28376,17967,10409,16892,7158,6168,990,17882
108,"2007．1．21～ 1．27",4059,5075,-1016,17852,17797,55,-960,1271,929,343,-617,64258,59427,4831,28035,18252,9783,14613,6488,3694,2793,17406
109,"2007．1．28～ 2．3",5833,6241,-408,18405,22148,-3743,-4151,1627,2428,-801,-4952,69654,64608,5046,25178,20963,4215,9261,5182,5943,-762,8499
110,"2007．2．4～ 2．10",5279,4420,858,17121,20715,-3594,-2735,899,1262,-362,-3098,78089,73211,4878,22014,15359,6655,11533,6657,10967,-4310,7223
111,"2007．2．11～ 2．17",4371,4114,257,14923,19307,-4384,-4128,921,927,-6,-4133,61601,56043,5557,17697,15989,1708,7265,14766,12910,1855,9121
112,"2007．2．18～ 2．24",4264,3257,1007,15617,18998,-3381,-2374,1017,1105,-88,-2462,67195,61012,6182,20354,13491,6863,13045,4634,4091,543,13589
113,"2007．2．25～ 3．3",5447,4954,493,23738,30405,-6667,-6174,1838,2921,-1083,-7257,85789,85989,-200,21850,19712,2139,1939,4584,10550,-5966,-4027
114,"2007．3．4～ 3．10",5443,4416,1027,23639,24530,-891,136,3884,1867,2017,2154,86521,90820,-4298,24469,20123,4346,48,9423,12104,-2681,-2633
115,"2007．3．11～ 3．17",4133,4265,-133,22081,22155,-74,-207,1737,1585,152,-55,68531,69528,-998,26765,18180,8586,7588,10353,11755,-1402,6186
116,"2007．3．18～ 3．24",3883,3980,-97,15168,14987,181,84,2748,2054,694,778,60245,55792,4453,19426,24283,-4857,-404,7557,5309,2247,1844
117,"2007．3．25～ 3．31",5460,3345,2114,15674,18453,-2779,-664,1679,1759,-80,-744,59998,59686,312,14972,19574,-4602,-4290,3414,5253,-1840,-6130
118,"2007．4．1～ 4．7",3796,2995,801,25806,19654,6151,6952,3174,2664,510,7463,66760,61959,4801,18104,19495,-1391,3409,2549,6547,-3998,-589
119,"2007．4．8～ 4．14",4228,4098,130,18170,13830,4340,4469,2009,2248,-240,4230,60748,57564,3185,13801,14667,-866,2318,7330,11258,-3928,-1610
120,"2007．4．15～ 4．21",4791,5816,-1026,23172,16637,6535,5509,2614,4550,-1936,3574,66094,61476,4618,15424,14447,977,5595,7454,9830,-2376,3219
121,"2007．4．22～ 4．28",6123,5871,251,17269,21551,-4282,-4030,1466,1651,-186,-4216,68317,72114,-3797,22570,15007,7564,3767,4677,9019,-4342,-575
122,"2007．4．29～ 5．5",2107,1459,647,8144,8433,-289,359,1238,861,377,735,26106,25741,365,8048,4146,3902,4267,1203,153,1050,5317
123,"2007．5．6～ 5．12",5751,4215,1536,20956,15627,5329,6865,1431,2235,-804,6061,74220,72839,1382,16706,16153,553,1935,5911,2493,3418,5353
124,"2007．5．13～ 5．19",5118,5303,-184,20163,18210,1952,1768,2049,2826,-777,991,69669,67496,2173,21284,18143,3141,5314,8122,9238,-1116,4198
125,"2007．5．20～ 5．26",5415,4983,432,20880,25304,-4424,-3992,1780,1495,285,-3707,71608,68995,2613,19087,18445,642,3256,13821,8930,4891,8147
126,"2007．5．27～ 6．2",6139,6340,-201,19778,15610,4168,3967,2596,2797,-201,3766,65554,59352,6202,23643,21976,1667,7869,2443,2464,-21,7849
127,"2007．6．3～ 6．9",4119,5930,-1811,24281,27491,-3210,-5021,1700,1590,110,-4911,76112,72076,4036,26470,32297,-5828,-1792,6146,8850,-2704,-4496
128,"2007．6．10～ 6．16",5964,5741,223,29603,30818,-1215,-993,1644,2126,-482,-1474,66259,60735,5524,31672,35204,-3532,1993,4247,11508,-7260,-5268
129,"2007．6．17～ 6．23",5794,6034,-240,23717,25805,-2088,-2327,2659,2625,34,-2293,63799,68205,-4405,23613,20314,3299,-1107,11895,8185,3710,2603
130,"2007．6．24～ 6．30",6904,5871,1033,24510,25911,-1401,-368,2008,2761,-753,-1121,67272,63123,4149,24037,28004,-3966,182,5903,2228,3675,3857
131,"2007．7．1～ 7．7",4298,3249,1049,27368,23654,3714,4763,1573,963,610,5373,60614,52996,7618,14999,18238,-3238,4380,5337,3603,1733,6113
132,"2007．7．8～ 7．14",5417,8126,-2709,28504,27851,653,-2056,1945,2677,-732,-2788,62660,61261,1399,13635,13248,386,1786,5926,11098,-5172,-3386
133,"2007．7．15～ 7．21",3932,5012,-1081,19070,23485,-4415,-5496,2580,2478,102,-5394,55115,52722,2393,18609,13660,4948,7341,9235,6213,3022,10363
134,"2007．7．22～ 7．28",5301,5788,-487,26961,26935,26,-461,2576,2102,474,13,70185,73137,-2952,39334,45507,-6173,-9125,8233,10230,-1998,-11123
135,"2007．7．29～ 8．4",5259,4464,796,33929,39428,-5499,-4704,2717,1663,1053,-3650,85424,88067,-2643,32240,18475,13764,11122,2779,5040,-2261,8861
136,"2007．8．5～ 8．11",4823,4538,285,33425,33469,-44,241,2290,2371,-81,160,108638,111872,-3235,34388,21699,12689,9454,9119,6599,2520,11975
137,"2007．8．12～ 8．18",4880,4422,459,46901,51491,-4590,-4131,1183,3373,-2190,-6322,87157,95337,-8180,42465,34946,7519,-660,23567,5860,17707,17046
138,"2007．8．19～ 8．25",4103,5273,-1170,29138,33886,-4748,-5917,2112,1617,495,-5422,67530,67478,52,40043,29643,10400,10452,13417,20565,-7148,3304
139,"2007．8．26～ 9．1",5602,4942,660,28512,27111,1401,2061,3226,1803,1423,3484,55094,55004,89,18016,18541,-525,-436,15421,8679,6742,6307
140,"2007．9．2～ 9．8",4965,3982,983,42787,28914,13873,14856,3252,2090,1161,16017,56154,56595,-442,16941,17897,-956,-1397,15606,7610,7995,6598
141,"2007．9．9～ 9．15",5629,5151,478,48214,52700,-4486,-4008,2710,4373,-1662,-5670,63778,69808,-6030,28045,21185,6860,830,13107,7231,5876,6706
142,"2007．9．16～ 9．22",4838,5471,-633,29821,18979,10842,10209,2552,2653,-102,10107,51588,53155,-1567,13053,24652,-11600,-13167,9166,12030,-2863,-16030
143,"2007．9．23～ 9．29",5622,5709,-87,30194,17385,12809,12722,1674,2036,-362,12360,54456,52221,2235,16885,17666,-782,1453,15147,4139,11008,12461
144,"2007．9．30～ 10．6",4886,4992,-106,23997,18028,5969,5863,1617,2678,-1061,4801,65257,62509,2749,21870,21353,516,3265,5646,13401,-7754,-4489
145,"2007．10．7～ 10．13",5350,6071,-721,20560,14331,6228,5507,1544,1686,-141,5366,56117,54371,1747,16577,13068,3509,5256,8415,11484,-3068,2187
146,"2007．10．14～ 10．20",5407,6272,-865,28474,25752,2722,1857,2830,2665,166,2023,64936,68148,-3212,21944,20125,1819,-1393,6911,6008,903,-490
147,"2007．10．21～ 10．27",5614,5367,247,35792,31328,4464,4711,5894,3125,2768,7479,61503,61069,434,20080,12687,7393,7827,7622,8215,-593,7233
148,"2007．10．28～ 11．3",5638,4467,1170,34113,24894,9218,10388,3991,4819,-829,9559,75699,73677,2022,18572,15715,2856,4878,4064,3527,537,5415
149,"2007．11．4～ 11．10",5672,5611,61,40423,34220,6203,6264,6319,2757,3562,9826,72262,76179,-3917,25782,16711,9070,5153,17283,5815,11469,16622
150,"2007．11．11～ 11．17",5575,6088,-512,36709,38602,-1894,-2406,2642,3260,-618,-3024,66504,69560,-3056,25336,24688,649,-2408,16809,4722,12087,9679
151,"2007．11．18～ 11．24",3599,4448,-849,37086,27589,9496,8648,1981,829,1152,9800,57474,61202,-3728,18708,17821,887,-2841,18455,11382,7073,4231
152,"2007．11．25～ 12．1",9073,8566,508,42058,50798,-8740,-8232,1890,3994,-2103,-10335,74437,73092,1345,20030,21087,-1057,287,26439,13361,13079,13366
153,"2007．12．2～ 12．8",6774,5010,1764,30330,32201,-1871,-107,1329,2208,-880,-986,68818,69356,-537,18802,25419,-6617,-7154,28977,17843,11134,3980
154,"2007．12．9～ 12．15",5632,6489,-857,30720,20088,10632,9775,2461,4152,-1691,8084,67736,73268,-5533,23409,17809,5599,67,40287,15310,24977,25044
155,"2007．12．16～ 12．22",4444,5227,-783,21294,17028,4265,3482,1187,1857,-669,2813,56372,59654,-3282,19274,27614,-8340,-11622,21375,15795,5580,-6042
156,"2007．12．23～ 12．29",1167,1455,-288,8007,9497,-1490,-1778,1120,725,394,-1384,25298,23205,2093,6403,5734,669,2762,621,1206,-585,2177
157,"2007．12．30～ 2008．1．5",967,842,125,12119,7874,4245,4370,341,648,-307,4063,10497,10698,-202,1255,861,393,192,1481,50,1431,1623
158,"2008．1．6～ 1．12",5115,4733,383,36921,28692,8229,8612,2492,1170,1322,9934,73304,73949,-646,27685,22984,4701,4056,25962,29059,-3097,959
159,"2008．1．13～ 1．19",7666,5818,1848,40428,30404,10024,11872,1915,1642,273,12145,72492,76167,-3676,21508,18534,2974,-702,13561,22740,-9178,-9880
160,"2008．1．20～ 1．26",8656,5564,3092,46176,44895,1281,4373,2564,2451,113,4486,78712,84302,-5590,25674,26932,-1258,-6848,14756,20552,-5797,-12645
161,"2008．1．27～ 2．2",7032,5900,1132,36940,32067,4873,6006,998,1489,-491,5515,68605,73093,-4488,20650,20795,-145,-4633,17959,15229,2730,-1903
