"Date","原子力原動機","火水力原動機","内燃機関","発電機","その他重電機","電子計算機","通信機","電子応用装置","電気計測器","半導体製造装置","風水力機械","運搬機械","産業用ロボット","金属加工機械","化学機械","冷凍機械","合成樹脂加工機械","繊維機械","建設機械","鉱山機械","農林用機械","その他","工作機械","鉄道車両","道路車両","航空機","船舶","合計"
2014-04-01,314.77,884.43,672.52,67.43,1167.42,4566.61,1375.63,472.75,367.43,1225.27,659.93,666.94,378.72,269.66,5766.79,282.67,174,133.3,1492.24,16.32,525.53,841.75,950.91,681.07,912.45,493.53,2626.12,27986.19
2014-05-01,219.69,748.86,553.59,85.28,1224.46,2859.93,1085.12,423.21,421.28,830.92,602.23,799.92,372.55,162.49,296.62,249.15,211.64,147.55,1472.77,13.61,481.77,1108.21,990.13,765.54,868.05,521.44,845.41,18361.42
2014-06-01,414.11,963.4,611.55,71.98,1566.66,3866.73,1487.81,393.4,474.16,1037.47,760.92,692.43,365.74,304.46,2170.29,424.42,170.81,91.4,1652.79,21.56,489.19,763.87,1021.12,1303.74,963.02,742.24,3911.84,26737.11
2014-07-01,278.62,1284.89,575.58,118.87,1448.98,2649.06,1282.65,385.89,412.59,840.61,631.73,778.25,403.95,270.64,472.47,418.81,191.58,111.46,1541.24,13.96,534.28,846.63,1019.31,492.64,972.42,533.01,487.39,18997.51
2014-08-01,290.79,936.86,460.18,81.17,1447.58,2572.47,1352.5,343.34,379.21,801.25,563.41,551.96,330.1,211.12,2260.34,336.97,167.49,99.98,1426.77,13.94,485.74,426.1,1001.64,398.73,901,706.19,765.13,19311.96
2014-09-01,1317.08,1272.1,598.35,205.3,3023.59,4892.43,1857.21,495.7,474.59,1164.52,789.22,947.91,357.66,301.25,905.45,299.43,198.79,104.72,1679.42,11.5,544.8,647.11,1076.16,603.65,933.6,2474.85,1742.04,28918.43
2014-10-01,239.32,616.94,598.19,102.19,1610.74,2629.96,1284.86,430.04,386.37,1107.25,689.84,646.05,340.56,223.83,529.06,274.04,149.53,113.24,1652.26,14.36,439.49,539.99,1069.83,459.6,965.63,797.25,1116.56,19026.98
2014-11-01,144.09,854.05,501.7,45.19,1312.81,2679.57,1154.36,383.76,388.78,1123.38,728.91,579.92,323.92,217.94,363.61,311.45,190.17,121.09,1369.93,14.44,427.78,423.49,1168.07,304.66,857.31,551.92,808.59,17350.89
2014-12-01,666.6,1918.39,537.47,76.5,1602.06,3961.68,1276.82,399.86,496.15,1270.49,760.93,879.64,367.29,269.84,841.3,355.09,207.59,108.91,1514.25,15.46,393.55,572.85,1143.6,408.12,936.22,870,1925.12,23775.78
2015-01-01,221.34,1015.84,600.91,111.34,1301.59,2392.63,1065.72,473.56,478.97,1290.82,810.77,621.28,362.33,221.54,2597.53,282.33,263.09,169.29,1387.92,13.08,622.45,621.52,1000.65,240.81,849.14,577.37,1613.16,21206.98
2015-02-01,345.7,923.95,623.18,223.26,1442.89,2590.37,1620.56,480.18,415.36,1333.8,732.8,833.14,409.72,182.55,393.23,313.09,186.5,129.03,1584.37,25.5,490.79,860.59,1036.96,2480.88,1066.14,959.27,899.58,22583.39
2015-03-01,1824.74,4566.19,1118.73,299.9,3193.79,6387.05,2215.16,631.19,644.06,1933.72,979.25,1417.81,394.18,281.15,1145.11,424.16,191.97,97.66,1731.85,21,725.72,923.06,1149.9,1697.45,962.55,4769.18,1772.96,41499.49
2015-04-01,351.47,598.57,660.77,38.03,1298.22,4834.93,1185.92,457.13,449.07,1419.49,621.68,672.36,391,222.46,839.3,259.09,176.01,140.63,1593.06,20.3,540.74,742.28,1102.79,382.52,888.96,728.34,1514.04,22129.16
2015-05-01,191.21,1341.89,474.98,201.88,1155.69,3042.34,795.68,420.02,361.25,1149.39,630.24,675.71,334.84,262.19,329.29,290.22,191.41,114.22,1387.71,11.89,526.82,844.08,1084,365.38,827.04,582.36,1643.67,19235.4
2015-06-01,607.98,896.3,630.01,363.39,1526.54,4355.43,1295.44,492.61,495.44,1322.03,776.82,992.5,395.13,341.32,932.13,437.39,228.23,114.03,1600.17,21.74,642.21,613.25,1074.21,631.64,1029.34,1081.72,2987.05,25884.05
2015-07-01,388.09,660.79,516.24,77.89,1572.46,2613.82,975.04,389.88,374.05,1350.36,782.24,958.23,372.68,262.31,996.02,464.29,189.97,142.13,1517.11,14.19,467.3,579.05,1031.32,323.49,1016.74,656.88,2571.73,21264.3
2015-08-01,272.34,797.04,464.85,188.28,1339.99,2591.71,943.52,355.95,367.72,987.87,658.59,709.48,355.17,230.03,1218.95,366.57,184.51,84.53,1195.16,15.53,560.73,573.06,874.13,211.95,1036.76,887.39,958.32,18430.13
2015-09-01,646.52,1160.24,618.52,158.27,2247.1,5460.1,1572.62,511.18,453.71,1163.69,916.04,1113.74,353.35,180.93,621.94,396.11,187.52,147.6,1336.05,14.47,623.48,903.18,906.13,1185.12,1217.93,3003.43,1683.08,28782.05
2015-10-01,184.3,1638.76,902.05,81.21,1275.73,2820.97,878.5,359.76,354.44,1388.48,769.98,692.42,335.53,239.07,789.96,294.38,190.25,130.46,1433.37,9.67,505.73,737.24,804.79,1381.35,1214.24,688.2,3206.94,23307.78
2015-11-01,201.71,461.11,463.2,202.88,1222.51,2552.01,829.88,353.11,368.69,1351.64,647.66,709.83,329.86,233.94,586.69,330.49,166.56,117.1,1237.33,10.85,449.29,421.65,981.28,256.73,1240.51,690.09,1678.72,18095.32
2015-12-01,515.37,936.25,644.38,190.03,1590.79,4359.46,1251.1,522.66,529.86,1626.09,816.49,800.86,333.59,237.45,476.35,395.8,215.83,122.91,1412.76,14.91,427.88,479.56,916.68,634,1174.3,1292.59,1729.54,23647.49
2016-01-01,217.47,1774.11,429.42,45.02,1033.43,2565.74,906.28,410.93,382.46,1397.63,602.53,574.49,367.04,179.2,674.36,277.86,172.06,148.78,1264.73,7.64,393.71,366.99,811.94,356.94,1173.06,854.98,474.89,17863.69
2016-02-01,363.07,1621.95,552.49,140.81,1567.28,3022.34,1264.37,445.47,407.4,1471.47,650.56,747.15,347.82,167.57,790.34,313.88,231.11,103.88,1440.78,11.3,638.19,598.61,806.93,396.11,1351.5,775.19,494.88,20722.45
2016-03-01,2885.62,3974.38,1455.96,156.76,2766.28,6617.84,1972.02,828.22,550.45,1976.3,934.65,1258.86,377.38,287.4,2322.45,445.05,183,201.03,1539.19,15.27,705.06,1471.38,948.24,1639.04,1362.01,6736.9,983.75,44594.49
2016-04-01,254.03,672.23,696.57,78.32,1011.99,4070.91,975.84,375.27,397.38,1652.41,613.19,679.39,371.04,141.11,1252.59,245.67,173.16,149.16,1404.95,11.12,559.46,1150.08,839.26,479.02,1381.6,751.6,177.21,20564.56
2016-05-01,436.29,389.96,449.59,36.16,1501.46,2630.38,925.27,371.05,399.93,1430.27,560.96,637.89,361.29,181.16,274.88,313.5,170.92,153.72,1304.43,17.76,502.92,428.87,853.41,521.42,939.57,517.09,422.67,16732.82
2016-06-01,393.21,1927.01,600.92,158.22,1329.49,3779.88,1038.62,567.13,453.44,1925.89,709.29,752.5,422.76,250.23,808.33,436.1,240.39,169.97,1548.01,75.68,556.99,871.84,902.45,980.2,1322.38,981.6,320.01,23522.54
2016-07-01,232.12,280.92,520.89,214.61,1251.36,2658.96,990.81,434.74,356.02,1627.08,648.81,814.37,366.2,258.22,707.54,459.02,197.55,172.76,1288.65,10.27,585.18,527.2,849.6,681.3,1221.18,553.83,622.68,18531.87
2016-08-01,257.49,469.41,477.66,54.53,1456.31,2727.06,883.06,401.08,320.89,1502.69,694.72,845.8,388.34,216.06,375.21,383.54,188.03,119.06,1336.62,14.02,454.09,568.9,791.89,763.81,1129.45,681.72,183.5,17684.94
2016-09-01,574.16,749.29,564.74,297.09,1936.89,5223.55,1207.92,392.53,437.55,1657.62,866.29,1160.61,430.43,234.1,900.47,375.49,184.64,150.07,1468.52,11.95,553.89,756.14,842.2,1453.27,1237.78,2212.12,235.06,26114.37
2016-10-01,209.11,515.29,753.11,54.53,1432.81,2657.24,1055.12,361.72,345.98,1776.71,676.43,746.2,383.5,202.24,679.95,257.14,187.82,119.6,1459.77,12.83,480.57,427.89,769.51,601.64,1096.2,645.4,488.86,18397.17
2016-11-01,380.73,1624.51,549.71,223.2,1507.37,2823.51,812.85,366.75,356.07,1911.97,740.84,753.38,427.34,220.92,367.98,369.43,185.85,120.24,1540.97,10.16,459.21,840.68,871.83,867.88,1194.96,908.5,560.73,20997.57
2016-12-01,481.86,2409.55,531.99,162.28,1610.46,3739.27,1129.59,478.1,610.44,2153.2,775.81,808.24,441.94,197.57,1927.68,352.88,213.76,136.17,1879.73,15.33,448.86,1174.23,869.44,887.86,1214.44,1061.11,469.12,26180.91
2017-01-01,280.74,833.23,500.02,226.92,1339.34,2908.73,928.73,541.97,412.43,2347.69,668.04,683.66,459.61,201.3,738.38,275.54,232.63,156.19,1433.15,12.59,379.04,655.72,827.4,431.12,1095.51,683.89,147.59,19401.16
2017-02-01,1038.34,539.24,501.7,64.5,1319.78,2931.78,953.31,427.32,402.51,1688.84,722.14,811.35,454.2,229.4,468.94,328.68,212.04,132.19,2023.51,16.57,520.71,673.53,845.07,371.46,1331.02,1085.39,443.62,20537.14
2017-03-01,2485.07,2827.82,847.88,289.24,2621.02,6448,1897.22,816.77,633.11,2260.86,984.53,1303.87,625.52,307.35,708.98,435.57,233.08,198.85,2196.29,27.54,694.47,1302.58,1060.43,779.87,1415.63,4740.2,1150.17,39291.92
2017-04-01,109.47,357.46,572.11,50.61,1340.87,4108.37,1041.19,484.5,432.94,1954.87,747.98,751.58,572.07,235.6,450.08,293.3,254.21,176.02,1850.9,14.73,593.58,571.88,1072.16,419.09,1169.55,712.2,637.77,20975.09
