CO2 emissions from fuel combustion,million tonnes of CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Non-OECD Europe and Eurasia,2188.283605,2307.453015,2459.665221,2588.41914,2774.662461,2880.797575,2954.947471,3103.853813,3191.815017,3292.683939,3290.310314,3330.115103,3368.480532,3412.439714,3465.824394,3557.466568,3664.072737,3713.542987,3723.963598,3940.0543,3795.513136,3423.288693,3098.355288,2736.977675,2634.844749,2537.22529,2386.098998,2364.068651,2346.313565,2376.955054,2389.531412,2402.022439,2498.408454,2482.471621,2470.72935,2565.138634,2590.352609,2641.21697,2403.920829,2536.700145,2672.300433,2605.454083,2568.812734,2446.112757
Algeria,8.592628,9.639937,10.992688,11.939538,13.548417,15.939901,17.71714,21.516979,26.971698,27.727773,32.109094,38.222759,41.816174,40.795217,42.05996,47.278965,47.119477,49.529126,49.531544,51.16031,54.709675,54.941478,56.683799,54.596776,55.321756,54.877497,55.978872,57.507306,60.906555,61.488627,62.99694,68.127821,71.96093,73.353677,77.449494,80.733948,84.852781,88.101103,94.411645,95.772993,102.10582,110.668226,113.879348,122.929036
Angola,1.617097,2.404849,2.198323,2.252975,1.955011,1.938783,1.505999,2.575231,2.538995,2.657114,2.521926,2.197246,2.320153,2.22738,2.816516,2.770518,2.848264,3.213356,3.303529,3.920831,4.011963,3.888863,4.224168,4.179323,3.912191,4.190014,4.331883,3.732426,4.741169,4.631633,5.030784,5.501055,7.062691,7.403801,6.147988,8.250338,9.644659,11.810299,13.86728,15.12765,16.07689,15.97028,18.084407,19.297134
Benin,0.304573,0.399716,0.409432,0.421284,0.46259,0.280273,0.334696,0.382086,0.382193,0.394712,0.299788,0.36364,0.364427,0.378716,0.472683,0.409278,0.359786,0.356106,0.281262,0.256317,0.199768,0.20886,0.208879,0.215086,0.22144,0.906948,1.159064,1.214341,1.340123,1.424163,1.734665,2.019678,2.27629,2.433789,2.677166,3.244826,3.785171,3.834908,4.192599,4.550371,4.679061,4.89605,5.229539,5.743335
Botswana,..,..,..,..,..,..,..,..,..,..,1.376365,1.436108,1.40712,1.401956,1.500855,1.72712,1.792627,2.151895,2.371078,2.807136,2.734462,3.297934,3.249374,3.079854,3.189503,2.915625,3.065701,3.681882,3.858113,4.033418,3.865119,4.026203,3.914523,3.969852,4.278111,4.086355,4.319217,4.392043,4.711189,3.270683,3.835143,4.888876,5.244828,6.879609
Cameroon,0.733802,0.7697,0.797659,0.795235,1.018917,0.930192,1.332311,1.429296,1.541672,1.667814,1.754273,1.877887,2.043738,2.140164,2.377533,2.295987,2.278205,2.49219,2.723961,2.642859,2.432316,2.272842,2.416203,2.549455,2.458654,2.442487,2.568334,2.683561,2.400849,2.787376,2.705892,2.895274,2.982426,3.013303,2.934842,3.105086,4.116778,4.268102,4.808156,5.048939,5.067177,5.341964,5.854218,6.042822
Congo,0.573249,0.605454,0.599186,0.603386,0.606207,0.742879,0.635186,0.678958,0.653369,0.692129,0.724081,0.799925,0.805004,0.727917,0.759582,0.686706,0.721668,0.673541,0.66076,0.638688,0.682654,0.612617,0.593837,0.387723,0.536499,0.422753,0.319155,0.326715,0.373515,0.497455,0.634433,0.503509,0.751983,0.780934,0.843329,1.022076,1.09619,1.371511,1.568825,1.832587,2.092871,2.227964,2.536572,2.639245
C?te d'Ivoire,2.400924,2.652036,2.709713,2.807975,3.037251,3.482334,3.413375,3.981589,3.652425,3.389817,2.985699,2.962282,3.737255,3.3361,3.045644,3.076234,3.048313,3.060302,2.92725,2.704419,2.790432,2.771093,2.956174,3.092372,3.261234,3.873672,4.784979,4.827728,6.686284,6.327686,6.256108,6.375707,5.148936,5.41649,5.810973,5.625705,5.546602,6.35907,5.924881,6.21079,5.863639,7.882334,8.638098,9.350544
Dem. Rep. of Congo,2.576124,2.642598,2.62175,2.688877,2.62007,2.689193,2.80432,2.860252,3.201187,3.166513,3.385176,2.634831,3.580187,3.473289,3.252971,3.004626,3.315745,3.482193,3.299201,2.988757,1.634897,1.410771,1.37214,1.214621,1.14232,1.151841,1.151667,1.273534,1.254907,0.85258,0.713161,0.770503,0.937377,1.01287,1.281476,1.393038,1.542581,1.715482,1.736859,1.868729,2.343962,2.270489,3.475086,4.65533
Egypt,20.041392,22.528811,20.688065,23.422601,25.569702,29.844752,31.987209,32.935129,36.340938,40.734403,46.614382,50.343699,56.289117,61.76286,64.447238,65.671967,70.794528,72.026747,75.757183,77.831549,77.233183,80.069554,81.853579,76.856483,81.648991,86.160475,93.027824,97.989342,102.322682,99.706407,111.374266,113.10814,117.42419,128.120554,144.623492,152.134561,163.560153,170.848948,174.427779,176.404406,182.637981,189.293527,174.943108,173.268728
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.435516,0.630394,0.711983,0.775989,0.850982,0.79933,0.592545,0.627798,0.614778,0.674483,0.65766,0.666763,0.660258,0.577929,0.501797,0.492245,0.425392,0.447153,0.479365,0.514056,0.545638,0.551957,0.56148
Ethiopia,1.307497,1.207353,1.298289,1.321322,1.177674,1.184347,1.165539,1.253474,1.319726,1.351226,1.489217,1.352434,1.45209,1.345271,1.385507,1.636214,1.861089,1.928818,2.031346,2.170289,2.213381,1.393886,1.797653,2.071344,2.324926,2.588826,2.751985,2.922274,2.917209,3.200013,4.037305,4.208851,4.569188,4.802308,4.489908,4.802967,5.394335,5.868483,5.985294,5.956272,6.870858,7.267542,8.504042,9.126722
Gabon,0.475163,0.472347,0.610294,0.55915,0.757004,1.172308,1.324035,1.742249,1.331352,1.290187,1.620952,1.757539,1.820936,1.506663,1.681808,1.476568,1.277435,1.441729,1.129993,0.909686,1.073753,1.112326,1.202335,1.164945,1.31474,1.414572,1.521417,1.617168,1.521886,1.46468,1.476503,1.384616,1.388214,1.430876,1.732816,1.801454,1.937657,1.995338,2.063974,2.659577,2.99381,3.171543,3.391884,3.492372
Ghana,1.914497,2.006716,2.079026,2.180501,2.305085,2.348039,2.506556,2.526764,2.213003,2.189623,2.709784,2.305939,1.504587,1.807324,2.094288,2.226985,2.318853,2.388207,2.640685,2.538317,2.284286,2.681814,2.71512,2.944196,3.208354,3.509966,3.603552,5.460084,5.856691,4.978911,5.479621,6.689236,6.408473,5.917598,6.396709,7.752077,8.391073,7.761975,9.24795,10.448563,10.815382,12.773029,13.649918,13.114964
Kenya,3.231489,3.384807,3.538416,3.524097,3.459475,3.969182,4.162973,4.150639,4.101474,4.393132,4.293176,4.068293,3.746481,4.456162,4.591332,5.214618,5.416637,5.375739,5.681117,5.515563,5.307313,5.33581,5.283339,5.27258,5.727571,6.227072,6.026433,6.58117,6.899665,7.764877,7.08107,6.831676,5.864251,6.721691,7.480443,8.442303,8.379153,8.819212,10.42583,11.205856,11.317561,10.351529,11.699892,12.350029
Libya,3.719851,5.404376,5.784551,6.778799,8.667739,9.224811,10.672351,11.916834,12.844058,17.582806,18.16467,19.704478,20.362054,21.50866,21.236523,22.132223,22.735266,25.043834,26.766686,25.834889,25.663156,25.408026,26.71421,31.123113,32.942286,34.670772,34.531724,35.35442,34.505603,36.756832,37.779651,39.806636,41.507877,42.40956,42.981288,41.775765,38.782128,42.011431,45.183926,48.054632,34.372894,44.231869,48.192192,47.89882
Mauritius,0.261379,0.290045,0.327837,0.396986,0.422243,0.488255,0.563459,0.603865,0.606679,0.572145,0.578526,0.531497,0.606333,0.648236,0.611327,0.762424,0.807036,0.900791,1.013759,1.163719,1.25124,1.322921,1.468599,1.513709,1.550956,1.613567,1.623644,1.791009,2.1977,2.431189,2.564884,2.61192,2.747804,2.769469,2.960955,3.303392,3.39444,3.466076,3.422592,3.661399,3.638493,3.734097,3.826845,3.958456
Morocco,6.576376,7.228481,8.327176,9.098382,9.659339,10.60852,11.643302,12.441165,13.328794,13.681788,13.855045,14.513888,15.290875,15.626019,16.266946,16.754466,17.156566,17.960948,19.410375,19.649317,20.598216,22.12626,22.837,24.989693,26.065606,25.699115,26.863655,27.540531,29.07687,29.542314,32.185825,33.329486,33.058258,36.291316,38.894446,40.175844,40.962469,42.748252,42.715001,45.951038,50.263035,51.753538,50.467081,53.110576
Mozambique,2.933038,2.655743,2.771503,2.67365,2.375534,2.426483,2.307225,1.990742,1.894309,2.342723,2.033499,1.860022,1.72088,1.468437,1.503654,1.470593,1.469708,1.481937,1.458531,1.084457,0.903042,1.084766,1.279948,1.071992,1.147823,1.088013,1.197818,1.155277,1.145841,1.317198,1.304314,1.373866,1.664262,1.690496,1.51435,1.622858,1.972425,1.951756,2.213121,2.376674,2.823422,2.621574,2.954273,3.873627
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.132532,1.232696,1.432174,1.653701,1.79381,1.92316,1.973009,2.020022,1.975448,1.902987,2.432105,2.116087,2.241291,2.33716,2.492053,2.49708,2.586513,2.917366,2.978861,3.070657,3.12516,3.238105,3.435542,3.59368
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.648022,0.644993,0.670112,0.734185,0.767993,0.733227,0.726687,0.800661,0.839433,1.065403,1.355884,1.37882,1.865152,1.776876,1.963763
Nigeria,5.697527,6.842799,8.414797,9.197553,10.813519,13.708234,16.805457,20.458587,21.066801,25.347926,28.32825,32.009288,33.035783,30.482025,31.775969,30.292159,31.170459,32.643061,33.143813,28.055754,32.873887,39.608126,36.157148,30.485128,32.766148,36.40993,41.369102,37.68666,39.425367,43.761895,49.410284,51.060496,54.054065,54.325718,56.401661,50.800097,47.584324,52.758263,43.858978,55.768081,60.730409,63.28329,61.808177,60.163657
Senegal,1.215315,1.250408,1.378641,1.46908,1.608686,1.675665,1.817596,1.762325,1.953439,2.039894,2.00157,1.925317,1.906745,2.039217,2.123885,2.041878,2.068097,1.966471,2.078371,2.132547,2.127641,2.321373,2.263581,2.325771,2.477532,2.596326,2.866925,3.190602,3.554346,3.520065,3.834132,3.915007,3.808109,4.43721,4.624434,4.435681,4.979291,5.21686,5.372355,5.459022,5.785983,5.667928,6.001002,6.282944
South Africa,157.092852,162.873103,178.439575,185.295977,202.973816,216.815318,217.263443,194.69996,198.73506,208.380999,219.431739,216.033552,207.975824,220.341254,222.927347,219.445071,234.708243,233.436705,236.825431,243.817753,238.678131,235.375686,242.819071,248.138393,259.754886,269.57769,284.024201,291.968748,274.261843,280.508821,316.471355,326.818026,348.247635,375.427554,372.286718,373.955879,391.436602,423.213473,399.424066,406.735747,394.546499,407.693337,423.32126,437.368762
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.437126,1.474901,1.519597
Sudan,3.2128,3.407,4.54486,4.267768,3.211445,3.186041,3.393035,3.080034,3.142673,3.666995,3.579039,3.682144,3.753778,3.330775,3.978887,3.916089,3.000719,4.379323,3.95155,5.293565,4.731684,4.425791,3.08968,4.593799,4.306927,4.102696,5.072476,4.623018,5.089141,5.483983,6.015108,7.45896,7.64283,8.386441,9.863437,12.308683,13.249906,14.338273,14.649809,14.965107,14.022921,13.651626,13.531357,13.341346
United Rep. of Tanzania,1.402534,1.639036,1.671943,1.5035,1.40461,1.37786,1.388535,1.486054,1.523898,1.489676,1.470434,1.348123,1.368142,1.388199,1.462737,1.54306,1.537496,1.584592,1.601449,1.669889,1.643827,1.637954,1.694671,1.780927,2.49111,2.77412,2.634094,2.376206,2.178543,2.6087,2.764932,3.153226,3.294414,4.570301,5.053077,5.385018,5.200196,5.319146,5.099615,6.128688,7.835657,9.930724,10.276579,10.367454
Togo,0.343352,0.359256,0.304612,0.272877,0.317264,0.26879,0.341719,0.341512,0.41292,0.366348,0.364223,0.432947,0.299516,0.340312,0.296626,0.481888,0.523131,0.506934,0.513229,0.57502,0.524052,0.374917,0.253018,0.588933,0.57924,0.944775,0.661316,0.82538,1.092164,0.948538,0.781028,0.851948,1.090025,1.029317,0.962931,0.886924,0.892469,1.096025,2.275288,2.075587,1.886699,1.624234,1.671623,1.722116
Tunisia,3.71887,4.138111,4.228218,4.778773,4.844286,5.134068,5.741813,6.261198,7.318356,7.916787,8.138744,7.932269,9.118495,9.402665,9.657666,9.922484,9.970333,10.802295,11.663672,12.190854,12.528439,13.278082,13.698321,13.789507,14.030571,14.766389,15.421108,16.091758,16.889007,17.631173,18.501371,18.519188,18.334605,19.039475,19.466058,20.157559,20.971414,21.051097,21.133003,23.286656,22.23847,23.467736,23.654258,25.008765
Zambia,3.367565,3.780605,4.133688,4.129766,4.325606,4.308778,3.799314,3.627086,3.242925,3.280052,2.960972,2.837764,2.724548,2.738745,2.695844,2.780709,2.707936,3.022034,3.111231,2.560823,2.725127,2.705361,2.370898,2.028947,2.001822,1.619897,2.128966,2.030218,1.642022,1.653131,1.74822,1.830223,1.943891,1.950443,2.120127,1.95784,1.33156,1.507259,1.572472,1.636448,1.982491,2.717271,2.851955,3.188304
Zimbabwe,7.245769,6.866982,8.005869,7.657206,7.168128,7.984231,6.914335,7.070651,7.023,7.973982,7.947781,7.763459,8.013149,8.299324,9.728981,10.934941,14.402472,14.027231,14.413243,16.246793,17.944088,18.099003,16.665364,15.521423,15.086811,14.452915,13.377166,13.624889,15.410759,13.287371,13.570713,12.240779,10.013844,9.567518,10.27395,9.556354,9.61999,7.453472,7.179649,9.22507,11.067316,11.441394,11.759801,11.486285
Other Africa,8.420465,8.333787,8.548689,9.066424,9.588681,10.442649,10.895407,10.813995,12.086882,13.302487,11.058676,10.532297,10.471284,10.200422,10.860224,11.011975,14.149295,14.436086,14.136662,12.630696,13.13053,13.146512,13.295635,13.662479,14.189984,14.723959,16.74366,15.467023,16.040594,16.35583,17.141766,17.153001,18.28755,18.981941,19.585549,20.204259,22.077738,23.965387,23.750822,25.255036,28.595203,29.74303,29.79976,30.988824
Africa,248.976128,263.784056,285.4248,299.103682,323.898299,352.171886,362.43633,352.586654,369.427826,397.599051,421.797081,431.429627,437.534675,453.173309,465.612533,470.965746,499.559384,510.312191,522.426911,528.990797,533.763675,542.580838,551.226312,551.604256,576.22968,598.496054,631.57906,646.155837,646.192694,658.130653,721.211031,746.00889,780.02688,829.019913,856.938937,872.646451,908.900721,967.425435,955.714375,995.842507,1001.507683,1055.651022,1072.486379,1105.288326
Bangladesh,2.879014,2.879014,3.414197,3.894552,4.408148,4.680783,4.801335,5.188537,5.698277,6.57941,6.371699,6.882912,6.431257,6.38827,7.702252,8.51916,9.39746,9.75791,10.492144,11.420332,10.748511,11.744236,12.490988,13.46734,16.480417,16.666314,18.735607,18.974758,19.668154,20.93996,24.836131,26.541747,27.786208,29.732513,31.950247,35.191863,37.298947,40.869427,44.03465,49.854291,53.280873,57.301395,59.59756,62.268351
Brunei Darussalam,0.397943,0.385448,0.684988,1.141828,1.407782,1.851141,1.985211,1.870365,1.963632,2.638342,2.592114,2.705525,2.905688,2.93034,2.945141,2.938735,2.993712,3.13179,3.108734,3.259483,3.383577,3.584474,3.863723,4.137384,4.501375,4.711502,5.086558,4.312663,4.188355,4.424396,4.310045,4.360276,5.247548,4.918909,4.821788,7.214287,6.8421,7.221407,7.431691,6.860015,7.011429,6.967713,6.851911,6.695294
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470345,1.529308,1.6401,1.881526,1.906492,1.962278,2.151793,2.210027,2.377295,2.376903,2.647226,2.955696,3.591458,3.768685,4.353038,4.620551,4.843324,5.05959,5.176632,6.098563
DPR of Korea,69.219488,71.545211,72.864911,75.918485,78.613078,84.582612,89.511787,94.844335,101.668391,108.110314,111.314662,116.546096,121.148045,124.389364,129.426169,127.069,121.565771,123.4181,122.671677,116.826441,110.815376,97.770113,89.792434,81.847449,76.522134,67.119688,64.68153,59.640204,64.955732,69.962861,72.308669,69.066792,70.527011,72.086362,75.33371,76.527793,63.26929,70.375434,69.885683,65.547021,46.086647,47.001928,33.259249,37.803056
India,181.011767,188.240434,188.033978,203.384979,217.134814,232.078346,236.460297,229.411843,249.006476,262.024119,288.120866,307.386302,328.202085,359.52144,375.814303,410.440071,442.347117,466.937022,501.849583,530.413704,572.146296,595.694097,621.497663,656.23004,707.683246,740.556742,780.967043,793.961898,856.221853,890.437937,905.223048,935.562789,953.859228,1028.26657,1079.580874,1150.723628,1264.777709,1345.473566,1513.066191,1594.261753,1673.843746,1790.756864,1852.45588,2019.669162
Indonesia,25.203516,28.336515,32.102571,35.246051,37.827486,38.786534,46.359403,52.524038,59.36061,67.592153,73.079925,75.692459,75.458528,76.62486,83.892615,93.401139,95.809907,104.620286,109.261342,133.893496,144.696024,152.572643,165.770596,178.681639,204.148383,214.541881,236.300423,242.978314,262.40151,255.315847,274.359046,279.987369,308.684485,315.931738,318.522014,340.040067,353.836255,350.137255,364.969754,376.751286,384.645948,391.516576,399.641624,436.532271
Malaysia,12.794047,12.593818,13.019736,15.233966,16.211246,17.647222,17.499456,19.444286,21.735165,23.693146,25.354712,26.555811,29.446265,30.024732,32.899982,32.33305,33.731665,35.658179,41.836661,49.587862,59.926392,62.89896,67.740026,72.974514,79.567189,90.890714,97.265872,97.687665,106.315325,115.028173,120.414096,126.466699,132.760696,146.538135,155.806453,161.765675,178.015095,190.266323,169.774144,189.82902,191.456991,192.951455,209.043276,220.516341
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.777825,12.800818,13.563128,14.414036,13.676346,12.855795,14.686661,12.82085,11.838223,10.303403,10.246476,8.665149,8.491372,8.521984,8.581934,8.976941,8.959577,9.564771,9.265999,9.52029,10.99715,12.343476,12.922352,12.864172,13.552191,14.154616,15.585846,17.188068,18.663008,18.156354
Myanmar,4.511458,4.393171,3.442169,4.024917,3.926859,4.192633,4.483357,4.63683,4.764443,5.071384,5.013393,5.149241,4.979233,5.480701,5.733818,6.057317,4.514308,4.27803,4.178933,3.913261,3.833987,4.088453,4.649745,5.454976,6.724974,7.102965,7.037192,7.763178,8.611859,9.279808,8.198197,8.138691,10.256744,10.000679,10.568976,9.816919,10.201504,7.577406,7.027855,7.904889,8.100734,11.443483,13.433248,19.557969
Nepal,0.190103,0.259541,0.394243,0.373841,0.318566,0.244157,0.288651,0.282285,0.453636,0.519295,0.444404,0.50754,0.725442,0.793559,0.551044,0.739127,0.747199,0.739574,0.57827,0.894881,1.126506,1.136972,1.298035,1.615727,1.762524,1.833324,2.099565,2.201721,3.005793,3.099228,3.349234,2.669913,2.903596,2.695848,3.073309,2.500079,2.577412,2.881324,3.426102,4.120681,4.403766,4.970497,4.862305,5.92521
Pakistan,15.867722,15.995279,16.98434,17.953448,19.975295,19.086051,20.295166,21.277664,22.965607,24.309206,26.258488,29.170504,30.623248,33.056989,36.48732,38.491968,45.181621,48.999165,53.217959,55.955543,57.128433,63.731956,70.34144,72.933446,79.222435,83.322921,86.808413,88.177439,96.531036,95.95527,97.003057,99.392713,102.266936,114.597977,116.75475,126.306909,137.839384,132.062651,135.386378,131.363468,132.619135,134.226004,135.143306,137.429842
Philippines,23.011843,24.003213,27.252681,26.132543,28.941673,29.058901,32.556104,34.023852,35.423304,33.334321,31.626418,31.979501,34.022367,29.589448,28.495219,26.337908,32.672221,34.654276,36.599738,38.037592,37.326465,40.814704,43.990549,47.344513,57.236948,62.13664,69.023989,69.412527,67.079267,68.112349,67.858773,66.827183,69.00893,70.506264,71.482196,65.529174,69.00201,71.160723,71.448771,77.108379,77.735473,80.388577,89.628656,95.707863
Singapore,6.056881,7.21921,8.118864,8.461056,8.436464,9.118024,10.175083,11.750947,12.668292,12.652482,13.525925,14.002505,15.105464,15.694177,16.597736,16.820408,17.226746,19.696331,21.082508,28.957784,30.461954,31.397814,36.149413,37.963187,37.569684,38.510595,38.155321,37.044497,37.802136,42.118519,42.035597,41.298948,38.167615,39.622063,37.85521,38.282577,39.416442,39.352209,40.333973,44.276754,46.735801,45.95554,46.242881,45.324977
Sri Lanka,2.756839,3.389691,3.532554,2.885939,2.636363,2.685133,2.904087,3.336666,3.623988,3.622294,3.758126,4.219123,4.443883,3.816261,3.483802,3.432492,3.963578,3.765158,3.585804,3.674877,3.821228,4.914349,4.814941,5.389604,5.452229,7.976701,7.94735,8.252291,9.099127,10.518499,10.399291,10.974298,11.945017,12.309204,13.388257,11.775994,12.932845,12.119298,11.56242,12.404516,14.668357,16.062758,13.736771,16.739089
Chinese Taipei,29.77582,33.859184,38.086286,37.125629,40.731602,49.190386,52.99792,60.325176,64.079566,71.370059,65.367955,64.991938,69.441046,71.323154,69.084167,81.129575,85.952976,100.19554,108.968528,111.085027,119.939151,128.168087,137.654377,145.736715,153.956424,162.326338,174.427098,186.634006,195.615938,214.300181,219.650866,228.006916,237.890309,246.222557,253.640642,260.857806,263.937586,252.752058,239.682952,256.21881,254.697296,246.553695,247.594162,249.660343
Thailand,16.237814,18.267873,20.71013,20.641213,21.14472,24.106654,26.738745,29.998779,32.08341,33.734982,32.551408,31.124305,34.585633,37.990827,42.05757,43.377994,49.997544,57.105897,66.179235,80.89112,90.022769,98.178552,110.65862,123.529511,139.945662,157.125306,160.984094,146.03788,151.725904,152.28759,160.002033,169.40667,177.108304,193.809215,200.203514,201.669569,209.437399,215.171093,207.203888,223.408067,221.775987,238.956507,247.445744,243.524407
Viet Nam,16.290362,15.899221,17.592382,14.411407,16.951893,11.765473,12.737734,13.401919,14.184291,14.898551,15.283286,16.441768,17.489582,17.373341,17.428715,19.110341,21.577315,20.900561,17.624505,17.382408,17.078289,17.681597,21.113013,23.413313,27.452787,30.892104,36.389185,40.211324,40.266506,44.222553,48.794111,57.168343,60.296484,73.44123,79.09401,81.411025,89.788427,100.947704,111.602905,126.090978,125.594896,124.73766,130.019302,143.309762
Other Asia,10.575467,10.3996,11.587161,13.681004,12.764081,12.449973,13.991934,14.337945,15.903431,16.669648,17.174951,16.747176,18.130789,18.574294,10.199248,9.72868,10.257599,10.004575,10.005197,10.323836,10.161231,9.355194,9.331727,9.901257,9.428016,9.913452,10.191936,10.644363,10.755656,11.385716,12.213034,12.43544,13.371823,14.91979,15.524771,15.91066,15.531153,17.306566,19.171817,22.111442,27.459946,36.362727,39.6778,42.092205
Asia (excl. China),416.780084,437.666423,457.821191,480.510858,511.43007,541.524023,573.78627,596.655467,645.582519,686.819706,717.838332,750.102706,793.138555,833.571757,874.576926,932.727783,991.499867,1058.27643,1124.917164,1209.373442,1287.30285,1336.553051,1412.995513,1490.924018,1619.371248,1705.821644,1806.232648,1824.338238,1944.732577,2018.328106,2082.066598,2150.079585,2233.724228,2387.496247,2481.245097,2600.823197,2771.217368,2872.307301,3033.914403,3206.886537,3290.546195,3448.401037,3552.473315,3807.011059
People's Rep. of China,780.165583,831.369123,864.136296,881.699108,1029.289839,1071.300397,1212.880065,1371.77621,1396.138978,1363.796001,1356.606238,1413.413246,1484.95785,1618.808611,1625.69144,1709.295494,1830.202577,1972.437256,2041.583601,2075.942599,2187.149723,2281.572128,2486.002638,2585.679755,2887.084136,2872.09343,2906.598678,2999.686683,2899.958836,3086.195358,3242.695879,3497.300064,4052.615632,4724.216702,5358.085004,5912.883609,6468.566783,6608.477597,7026.210574,7707.046878,8464.998781,8620.967551,8979.827229,9086.955904
"Hong Kong, China",9.225552,9.555338,9.625616,11.000434,10.892475,12.59911,14.554743,15.436631,14.272732,14.600627,15.784305,17.128734,19.557364,21.300394,22.302194,25.261776,27.758968,31.017053,32.37357,33.298002,36.217084,40.7415,43.185512,36.438982,36.522111,35.228301,32.76,41.434778,44.456786,40.338409,41.441705,40.116148,42.81225,40.905534,41.326758,42.315504,44.027295,42.852858,46.24131,41.99135,45.643647,45.094101,46.0464,47.939782
"China (incl. Hong Kong, China)",789.391135,840.924461,873.761912,892.699542,1040.182314,1083.899507,1227.434808,1387.212841,1410.41171,1378.396628,1372.390543,1430.54198,1504.515214,1640.109005,1647.993634,1734.55727,1857.961545,2003.454309,2073.957171,2109.240601,2223.366807,2322.313628,2529.18815,2622.118737,2923.606247,2907.321731,2939.358678,3041.121461,2944.415622,3126.533767,3284.137584,3537.416212,4095.427882,4765.122236,5399.411762,5955.199113,6512.594078,6651.330455,7072.451884,7749.038228,8510.642428,8666.061652,9025.873629,9134.895686
Argentina,82.488748,83.538717,87.315785,87.315257,85.200741,89.328174,93.002389,92.328971,97.446451,95.17201,93.970343,92.484955,94.723152,93.166071,87.749348,96.445087,101.134091,106.569992,104.686708,99.383455,104.764789,106.573864,107.32313,114.901368,117.293669,124.823168,130.797644,135.36048,139.298152,139.3167,128.82431,121.611034,130.807366,146.533172,149.434228,158.711468,165.567266,176.654099,168.869398,173.719269,181.184169,185.587031,180.794842,192.413305
Bolivia,2.182608,2.396569,2.528815,2.737131,3.223641,3.525255,3.750831,4.065222,4.074776,4.20729,4.531458,4.874179,4.936834,4.585673,4.31208,4.154826,4.346417,4.264119,4.724328,5.151519,5.171592,5.410191,5.630952,6.099929,6.891708,6.466185,6.491736,6.937815,6.544429,7.104423,6.811109,7.149253,7.823463,8.524054,9.068579,9.871341,10.786878,11.742598,12.397356,13.701215,14.874748,16.7289,16.905524,18.29927
Brazil,87.451478,95.087922,112.046567,121.794059,129.57049,143.052719,146.911554,160.074983,169.615811,167.708566,156.251601,156.205421,148.263519,148.388744,156.183461,174.732834,179.345029,182.450003,184.580582,184.251937,191.167615,195.707092,202.901693,210.401693,227.716726,245.949462,262.974307,270.584521,279.643884,292.308021,298.872746,298.162373,292.404036,309.770829,310.497873,314.025587,329.644849,347.88553,324.382031,370.531874,389.594773,422.237242,451.325046,476.016077
Colombia,26.673025,27.321236,28.659743,30.813533,28.291256,30.017008,31.024642,33.008952,33.370454,34.798819,34.930017,35.489328,37.359525,37.794194,39.467701,40.156522,42.607555,43.082171,44.82519,45.783064,47.515665,49.446086,52.125059,52.166741,54.450524,54.356548,58.921307,59.341886,52.009058,54.166195,54.631944,52.511203,51.840098,51.971816,53.573643,53.646442,54.755779,55.617779,59.029933,60.210615,65.394795,65.214727,70.869199,72.500692
Costa Rica,1.272787,1.423692,1.628736,1.575975,1.737404,1.801025,2.279898,2.443187,2.430088,2.157514,2.0171,1.684026,1.729057,1.844667,1.947847,2.056151,2.203154,2.308592,2.627587,2.602725,2.758904,3.858424,3.813068,4.448462,4.443585,4.172984,4.093653,4.550327,4.563314,4.497949,4.911494,5.022439,5.322681,5.311028,5.436243,5.9691,6.67447,6.67628,6.360443,6.613058,6.764511,6.838728,7.13438,7.165656
Cuba,20.806858,20.22703,21.695163,23.549153,24.175902,25.12863,27.463221,29.704397,29.675323,30.481629,30.370945,30.507931,33.193086,34.631384,32.16805,32.750703,34.592925,36.508838,37.735478,34.104943,26.552836,21.22516,19.629848,21.142732,22.442845,24.398921,26.390536,26.045125,26.894508,27.338895,26.461203,25.239886,24.502596,24.222535,25.049279,25.439948,26.310291,25.466345,29.328658,32.682355,29.76977,30.519529,29.42163,29.445182
Cura?ao,14.508157,14.106481,15.600558,14.116536,10.190979,10.84308,10.977058,9.266518,9.177139,8.672664,8.037191,7.291216,6.8244,6.686357,4.495789,4.293742,3.962103,3.456349,2.953899,2.663693,2.763112,2.859025,2.323603,2.626525,2.632445,2.659865,5.25956,5.425415,5.392626,5.612741,5.677712,5.432139,5.442251,5.683215,5.988305,5.890955,6.397009,6.331571,5.928956,4.380259,5.498263,4.538272,4.412213,4.74645
