Date,総数,0~4歳,5~9,10~14,15~19,20~24,25~29,30~34,35~39,40~44,45~49,50~54,55~59,60~64,65~69,70~74,75~79,80~84,85~89,90~94,95~99,100歳以上,0~14歳,15~64,65歳以上,うち75歳以上,うち85歳以上,種別,85歳以上,75歳以上
2011-12-01,127787,5298,5474,5907,6073,6359,7203,8057,9675,9407,7950,7629,8272,10591,7875,7241,6158,4502,NA,NA,NA,NA,13.1,63.6,23.4,11.6,NA,NA,4117,NA
2012-01-01,127662,5293,5471,5903,6070,6341,7168,8015,9641,9427,7945,7632,8238,10596,7871,7268,6160,4502,NA,NA,NA,NA,13.1,63.5,23.4,11.6,NA,NA,4121,NA
2012-02-01,127627,5288,5463,5900,6067,6334,7162,8000,9608,9410,7971,7624,8191,10551,7891,7295,6189,4517,NA,NA,NA,NA,13,63.4,23.6,11.7,NA,NA,4165,NA
2012-03-01,127575,5290,5454,5898,6060,6315,7148,7984,9576,9402,7998,7630,8147,10532,7906,7312,6200,4530,NA,NA,NA,NA,13,63.3,23.6,11.7,NA,NA,4193,NA
2012-04-01,127567,5289,5452,5899,6060,6313,7141,7961,9548,9387,8033,7637,8107,10502,7930,7314,6205,4553,NA,NA,NA,NA,13,63.3,23.7,11.8,NA,NA,4236,NA
2012-05-01,127522,5284,5440,5894,6060,6312,7126,7926,9523,9384,8057,7642,8079,10476,7965,7328,6214,4567,NA,NA,NA,NA,13,63.2,23.8,11.8,NA,NA,4246,NA
2012-06-01,127547,5281,5436,5888,6061,6308,7123,7908,9510,9396,8092,7648,8058,10445,8003,7337,6219,4580,NA,NA,NA,NA,13,63.2,23.8,11.8,NA,NA,4256,NA
2012-07-01,127561,5279,5436,5883,6064,6303,7109,7889,9493,9416,8125,7650,8037,10406,8045,7350,6223,4591,NA,NA,NA,NA,13,63.1,23.9,11.8,NA,NA,4263,NA
2012-08-01,127554,5278,5430,5880,6062,6292,7090,7866,9470,9431,8156,7656,8010,10357,8097,7371,6229,4604,NA,NA,NA,NA,13,63,24,11.8,NA,NA,4275,NA
2012-09-01,127487,5273,5414,5870,6054,6262,7064,7848,9442,9448,8182,7663,7983,10300,8152,7386,6240,4616,NA,NA,NA,NA,13,62.9,24.1,11.9,NA,NA,4290,NA
2012-10-01,127515,5273,5407,5868,6050,6272,7048,7833,9420,9469,8205,7678,7954,10246,8204,7396,6253,4631,NA,NA,NA,NA,13,62.9,24.1,11.9,NA,NA,4308,NA
2012-11-01,127512,5268,5403,5864,6048,6273,7038,7815,9395,9487,8223,7690,7922,10191,8256,7397,6263,4650,NA,NA,NA,NA,13,62.8,24.2,12,NA,NA,4328,NA
2012-12-01,127492,5266,5402,5859,6047,6266,7027,7799,9370,9504,8241,7695,7899,10144,8295,7390,6273,4670,NA,NA,NA,NA,13,62.7,24.3,12,NA,NA,4344,NA
2013-01-01,127445,5267,5401,5857,6050,6257,6998,7774,9338,9522,8261,7703,7882,10117,8326,7393,6284,4674,NA,NA,NA,NA,13,62.7,24.3,12,NA,NA,4342,NA
2013-02-01,127412,5260,5393,5852,6046,6259,6991,7763,9300,9536,8257,7695,7853,10037,8392,7397,6296,4705,NA,NA,NA,NA,13,62.6,24.5,12.1,NA,NA,4382,NA
2013-03-01,127337,5255,5391,5847,6042,6230,6970,7743,9265,9547,8259,7699,7829,9974,8442,7411,6306,4717,NA,NA,NA,NA,13,62.5,24.6,12.1,NA,NA,4411,NA
2013-04-01,127354,5253,5391,5843,6043,6240,6960,7730,9232,9564,8270,7701,7807,9919,8481,7424,6306,4730,NA,NA,NA,NA,12.9,62.4,24.7,12.2,NA,NA,4458,NA
2013-05-01,127310,5248,5383,5834,6046,6242,6937,7707,9195,9570,8283,7707,7794,9873,8524,7444,6315,4739,NA,NA,NA,NA,12.9,62.3,24.7,12.2,NA,NA,4467,NA
2013-06-01,127325,5246,5379,5828,6045,6242,6927,7691,9173,9593,8306,7714,7783,9834,8570,7458,6316,4744,NA,NA,NA,NA,12.9,62.3,24.8,12.2,NA,NA,4475,NA
2013-07-01,127339,5243,5380,5821,6049,6239,6914,7672,9150,9616,8331,7718,7773,9797,8610,7479,6312,4747,NA,NA,NA,NA,12.9,62.2,24.8,12.2,NA,NA,4486,NA
2013-08-01,127336,5243,5377,5815,6051,6234,6894,7651,9118,9632,8361,7722,7757,9760,8646,7510,6309,4750,NA,NA,NA,NA,12.9,62.2,24.9,12.2,NA,NA,4502,NA
2013-09-01,127263,5240,5363,5799,6044,6200,6875,7634,9086,9648,8383,7729,7740,9716,8673,7552,6306,4756,NA,NA,NA,NA,12.9,62.1,25,12.2,NA,NA,4519,NA
2013-10-01,127298,5239,5361,5790,6047,6205,6869,7623,9060,9667,8406,7734,7731,9666,8699,7596,6302,4762,2926,1216,343,55,12.9,62.1,25.1,12.3,3.6,NA,NA,NA
2013-11-01,127295,5238,5358,5783,6053,6197,6865,7607,9029,9684,8424,7731,7733,9604,8727,7635,6293,4769,2938,1225,344,56,12.9,62,25.1,12.3,3.6,NA,NA,NA
2013-12-01,127277,5237,5355,5777,6052,6187,6857,7595,9001,9698,8447,7727,7732,9543,8761,7663,6286,4775,2951,1234,345,57,12.9,61.9,25.2,12.3,3.6,NA,NA,NA
2014-01-01,127235,5237,5357,5774,6056,6179,6826,7571,8967,9709,8471,7731,7725,9514,8784,7692,6273,4782,2953,1235,344,57,12.9,61.9,25.2,12.3,3.6,NA,NA,NA
2014-02-01,127187,5229,5351,5767,6050,6175,6813,7557,8930,9707,8484,7717,7708,9422,8842,7716,6287,4798,2976,1254,347,58,12.9,61.8,25.4,12.4,3.6,NA,NA,NA
2014-03-01,127136,5226,5342,5762,6043,6164,6797,7551,8897,9709,8492,7715,7690,9368,8864,7755,6287,4807,2990,1267,350,59,12.8,61.7,25.5,12.4,3.7,NA,NA,NA
2014-04-01,127136,5223,5340,5761,6041,6175,6784,7542,8864,9714,8506,7715,7683,9304,8895,7786,6275,4819,3012,1283,355,60,12.8,61.6,25.6,12.4,3.7,NA,NA,NA
2014-05-01,127098,5217,5331,5751,6043,6185,6766,7524,8824,9710,8522,7717,7687,9247,8926,7828,6271,4828,3021,1283,355,60,12.8,61.5,25.6,12.4,3.7,NA,NA,NA
2014-06-01,127113,5217,5326,5743,6035,6191,6758,7516,8799,9722,8544,7727,7692,9191,8964,7858,6265,4834,3030,1284,355,60,12.8,61.5,25.7,12.5,3.7,NA,NA,NA
2014-07-01,127132,5216,5330,5739,6033,6199,6743,7500,8775,9738,8565,7742,7689,9141,9004,7879,6262,4841,3037,1285,355,60,12.8,61.5,25.7,12.5,3.7,NA,NA,NA
2014-08-01,127122,5215,5327,5734,6026,6203,6717,7487,8735,9756,8583,7760,7678,9090,9054,7898,6261,4849,3046,1290,354,60,12.8,61.4,25.8,12.5,3.7,NA,NA,NA
2014-09-01,127046,5210,5312,5717,6011,6182,6690,7476,8699,9774,8595,7774,7664,9038,9103,7915,6263,4859,3054,1297,353,60,12.8,61.3,25.9,12.5,3.7,NA,NA,NA
2014-10-01,127083,5213,5307,5713,6005,6203,6678,7466,8670,9793,8608,7791,7654,8980,9154,7928,6269,4869,3063,1305,352,60,12.8,61.3,26,12.5,3.8,NA,NA,NA
2014-11-01,127082,5212,5305,5707,5996,6214,6665,7452,8642,9810,8617,7804,7643,8921,9202,7938,6277,4876,3070,1314,355,60,12.8,61.2,26,12.6,3.8,NA,NA,NA
2014-12-01,127064,5209,5300,5703,5989,6217,6653,7442,8616,9822,8627,7817,7631,8868,9253,7927,6289,4883,3079,1322,358,61,12.8,61.1,26.1,12.6,3.8,NA,NA,NA
2015-01-01,127016,5210,5303,5700,5986,6215,6623,7418,8588,9823,8641,7839,7623,8817,9315,7924,6288,4881,3081,1320,360,61,12.8,61.1,26.2,12.6,3.8,NA,NA,NA
2015-02-01,126991,5206,5295,5690,5981,6223,6627,7412,8558,9814,8647,7839,7595,8779,9394,7861,6302,4909,3095,1335,366,62,12.7,61,26.2,12.7,3.8,NA,NA,NA
2015-03-01,126896,5202,5295,5676,5979,6197,6597,7392,8528,9808,8649,7847,7583,8733,9431,7856,6305,4931,3108,1345,372,63,12.7,60.9,26.3,12.7,3.9,NA,NA,NA
2015-04-01,126939,5204,5299,5669,5982,6218,6601,7383,8502,9805,8656,7859,7580,8691,9466,7842,6304,4949,3126,1361,380,64,12.7,60.9,26.4,12.7,3.9,NA,NA,NA
2015-05-01,126904,5201,5295,5656,5988,6229,6585,7363,8466,9793,8664,7869,7578,8663,9498,7841,6314,4961,3133,1363,381,63,12.7,60.8,26.4,12.8,3.9,NA,NA,NA
2015-06-01,126929,5202,5294,5643,5986,6233,6583,7358,8445,9796,8687,7884,7576,8637,9528,7840,6319,4972,3136,1366,382,63,12.7,60.8,26.5,12.8,3.9,NA,NA,NA
2015-07-01,126958,5200,5304,5639,5985,6241,6571,7347,8423,9798,8708,7906,7576,8605,9570,7821,6332,4978,3141,1369,383,63,12.7,60.8,26.5,12.8,3.9,NA,NA,NA
2015-08-01,126942,5200,5305,5627,5980,6243,6549,7335,8391,9793,8726,7931,7572,8566,9622,7804,6343,4985,3150,1373,384,63,12.7,60.7,26.6,12.8,3.9,NA,NA,NA
2015-09-01,126876,5193,5294,5609,5971,6222,6530,7324,8366,9789,8732,7958,7563,8531,9666,7793,6350,4998,3160,1378,386,62,12.7,60.7,26.6,12.9,3.9,NA,NA,NA
2015-10-01,127110,5199,5302,5607,5983,6250,6530,7325,8359,9808,8746,8003,7570,8507,9729,7788,6365,5023,3175,1389,390,62,12.7,60.6,26.7,12.9,3.9,NA,NA,NA
2015-11-01,127111,5194,5304,5595,5991,6255,6520,7316,8338,9808,8738,8037,7562,8469,9778,7760,6368,5042,3182,1400,391,63,12.7,60.6,26.7,12.9,4,NA,NA,NA
2015-12-01,127103,5187,5310,5582,5995,6254,6512,7310,8317,9802,8744,8059,7556,8429,9839,7713,6369,5063,3196,1408,394,65,12.7,60.6,26.8,13,4,NA,NA,NA
2016-01-01,127043,5183,5319,5573,5999,6244,6480,7289,8284,9791,8765,8078,7552,8391,9901,7680,6375,5072,3192,1415,393,65,12.7,60.5,26.8,13,4,NA,NA,NA
2016-02-01,127029,5175,5317,5563,5998,6252,6484,7286,8255,9775,8813,8042,7538,8328,10002,7591,6389,5102,3219,1433,401,67,12.6,60.4,26.9,13.1,4,NA,NA,NA
2016-03-01,126963,5175,5314,5557,5989,6235,6469,7275,8227,9762,8856,8017,7528,8286,10064,7540,6402,5120,3230,1445,405,68,12.6,60.4,27,13.1,4.1,NA,NA,NA
2016-04-01,126991,5173,5318,5556,5992,6250,6469,7268,8200,9752,8909,7987,7521,8253,10127,7482,6413,5128,3247,1465,413,70,12.6,60.3,27,13.2,4.1,NA,NA,NA
2016-05-01,126940,5165,5313,5546,5995,6262,6453,7243,8166,9733,8961,7955,7522,8229,10178,7446,6427,5139,3252,1471,413,70,12.6,60.3,27.1,13.2,4.1,NA,NA,NA
2016-06-01,126985,5162,5311,5540,5991,6272,6460,7241,8148,9728,9024,7937,7523,8210,10214,7422,6440,5147,3253,1480,413,70,12.6,60.3,27.1,13.2,4.1,NA,NA,NA
2016-07-01,126995,4982,5318,5548,6062,6141,6427,7298,8188,9761,9108,7945,7547,8234,10272,7409,6447,5153,3247,1460,380,66,12.5,60.4,27.1,13.2,4.1,NA,NA,NA
2016-08-01,126976,4977,5315,5540,6055,6146,6411,7284,8157,9746,9168,7932,7548,8203,10288,7401,6472,5162,3257,1465,381,66,12.5,60.4,27.2,13.2,4.1,NA,NA,NA
